relation_id,source_term_id,source_term,target_term_id,target_term,relation_type,confidence,evidence_ids_json,evidence,generation_methods_json,run_id,is_valid_relation,correct_relation_type,gold_relation_type,false_positive_type,notes
relation_0289221293c623b9c5d9,term_de1275695e85a9ad231b,Gross value added - NACE Rev. 2: - volumes,term_284c77bb50fa6394ff34,Gross value added - NACE Rev. 2: A - volumes,variant_of,0.910000,"[""occ_2152786c1a52ad99f16c"", ""occ_ace1b263291f020a0e8b""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.98934, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 1.0}","[""title_family"", ""lexical_variant""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_55b08b304469ec1c7d4b,term_523720a52ca07c570e36,Gross value added - NACE Rev. 2: - current prices,term_1b36ae99c8e59f36e985,Gross value added - NACE Rev. 2: A - current prices,variant_of,0.910000,"[""occ_c41bece5472e93e5d1a3"", ""occ_d69e2d77dd94b588d592""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.994237, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 1.0}","[""title_family"", ""lexical_variant""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_0f89d944de4da7e09964,term_93fc17aa9b69df511486,Unemployment by sex - age group 25-74,term_a8ad46b0a7ab4a8761a8,Unemployment rate by sex - age group 25-74,broader_than,0.880000,"[""occ_3042694e0caba6d1b7cf"", ""occ_51f045acb6bbd3831d1b""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.983572, ""qualifier_tokens"": [""rate""], ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.857143}","[""lexical_containment"", ""qualifier_patterns""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_13cbdfb5da3a51225934,term_27403ee3a08ef6612373,"Employment, domestic concept",term_defff23a8f88d8548c58,"Employment, domestic concept - annual data",broader_than,0.880000,"[""occ_62004064f4061717212d"", ""occ_92d9dcb33fdc3d88e697"", ""occ_c5df37801dcfd14f0e3d""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.851556, ""qualifier_tokens"": [""annual"", ""data""], ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.6}","[""lexical_containment"", ""qualifier_patterns""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_188f0e923b5d05f7ccaf,term_6065d4f8545e2fd54fdf,Production in industry,term_84eeb94c45bbd41c0060,Production in industry - total (excluding construction),broader_than,0.880000,"[""occ_0582e216cc81ac6e091c"", ""occ_2505872b94f00d1af276"", ""occ_506e746539c1a033783c"", ""occ_7f7ffa392eaf1739875b"", ""occ_8eadad825fab8559cd7a"", ""occ_975959c70ce199866dd0"", ""occ_c2bde9cf91cd5f25b957"", ""occ_f2c47c6402789524b76f""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.84565, ""qualifier_tokens"": [""construction"", ""excluding"", ""total""], ""source_domain"": ""industry, trade, and services"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.4}","[""lexical_containment"", ""qualifier_patterns""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_3790d960998ffc635c70,term_98ccf44d2931bdcf2215,Employment rate,term_9672d50aacb8ed271606,Youth employment rate (age group 20-29),broader_than,0.880000,"[""occ_5a5b5fd9768eeddaaeba"", ""occ_fa48a9ad74281b1401a3""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.75389, ""qualifier_tokens"": [""20"", ""29"", ""age"", ""group"", ""youth""], ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.285714}","[""lexical_containment"", ""qualifier_patterns""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_4823af497ad822bcb40d,term_f25b3958d6da1017e631,Production in construction,term_84eeb94c45bbd41c0060,Production in industry - total (excluding construction),broader_than,0.880000,"[""occ_955dc221d744c8cd1885"", ""occ_c2bde9cf91cd5f25b957""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.808695, ""qualifier_tokens"": [""excluding"", ""industry"", ""total""], ""source_domain"": ""industry, trade, and services"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.4}","[""lexical_containment"", ""qualifier_patterns""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_51b5c628e9489a8b3900,term_e05002e50ec575d45b7d,Retail trade volume of sales,term_4aac2f9ebd7575071967,Retail trade volume of sales index (deflated turnover),broader_than,0.880000,"[""occ_19e2ff9e5cd76afe76ea"", ""occ_42f64b9b474bd6e5212f"", ""occ_6d71a9882ef01c3c9f21"", ""occ_e3af1515c826ed4d6b7d"", ""occ_f96a4365b38ceda887f0""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.868042, ""qualifier_tokens"": [""deflated"", ""index"", ""turnover""], ""source_domain"": ""industry, trade, and services"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.571429}","[""lexical_containment"", ""qualifier_patterns""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_5c89b75b0df55d089045,term_e05002e50ec575d45b7d,Retail trade volume of sales,term_3b7f7fbc9919a7ca04c3,Retail trade volume of sales - total,broader_than,0.880000,"[""occ_19e2ff9e5cd76afe76ea"", ""occ_42f64b9b474bd6e5212f"", ""occ_6d71a9882ef01c3c9f21"", ""occ_b80b9bd54049ac658bbd"", ""occ_e3af1515c826ed4d6b7d""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.938281, ""qualifier_tokens"": [""total""], ""source_domain"": ""industry, trade, and services"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.8}","[""lexical_containment"", ""qualifier_patterns""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_629b6e473128aefce8fa,term_e05002e50ec575d45b7d,Retail trade volume of sales,term_d6f5bc46e400e8956380,Retail trade volume of sales index (deflated turnover) - ENP-East countries,broader_than,0.880000,"[""occ_1064ff41c747a586c10d"", ""occ_19e2ff9e5cd76afe76ea"", ""occ_42f64b9b474bd6e5212f"", ""occ_6d71a9882ef01c3c9f21"", ""occ_e3af1515c826ed4d6b7d""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.805665, ""qualifier_tokens"": [""countries"", ""deflated"", ""east"", ""enp"", ""index"", ""turnover""], ""source_domain"": ""industry, trade, and services"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.4}","[""lexical_containment"", ""qualifier_patterns""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_63efc598497fcb5d6666,term_98ccf44d2931bdcf2215,Employment rate,term_a6ec76a4cb1ad6932069,Employment rate of non-EU nationals (age group 20-64),broader_than,0.880000,"[""occ_098946f8ab673c18044f"", ""occ_5a5b5fd9768eeddaaeba""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.712818, ""qualifier_tokens"": [""20"", ""64"", ""age"", ""eu"", ""group"", ""nationals"", ""non""], ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.222222}","[""lexical_containment"", ""qualifier_patterns""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_80b129f73d6057effc4d,term_055bfac06b09b11dc896,Young persons (aged 15-24) neither in employment nor in education and training,term_2e9ce14b15b7a574fa90,Young persons (aged 15-24) neither in employment nor in education and training - % of total population in private households in the same age group,broader_than,0.880000,"[""occ_6b026fade3849f021547"", ""occ_92ffd85d246d554af4fa""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.931172, ""qualifier_tokens"": [""age"", ""group"", ""households"", ""population"", ""private"", ""same"", ""total""], ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.588235}","[""lexical_containment"", ""qualifier_patterns""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_9a9e2562ad2e42e2a877,term_484236517c42f3ecd18f,Crop production - ENP-East countries,term_dda222aaf1cad0d16ff4,Meat production - ENP-East countries,related_to,0.854447,"[""occ_2c8135896404f2cda5d9"", ""occ_9d378f86402735c71fcc""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.90704, ""source_domain"": ""agriculture, forestry, and fisheries"", ""target_domain"": ""agriculture, forestry, and fisheries"", ""token_jaccard"": 0.666667}","[""embedding_similarity"", ""domains""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_6620c0ac688bd05f2c64,term_6a33f33bcda42090451b,Employment and employment rates (aged 20-64) by sex,term_c9fa520584151533f5a2,Employment rates (aged 15-64) by sex,related_to,0.848028,"[""occ_2c71d5da53fb0de31239"", ""occ_5e0fc3b7216f7b6d6f8a""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.90169, ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.714286}","[""embedding_similarity"", ""domains""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_6a83ba7a0f79d056ca0c,term_132a92984b672ddddfbe,Gross value added - NACE Rev. 2: K - current prices,term_d9fb3aeefcbd7e2f796a,Gross value added - NACE Rev. 2: K - volumes,related_to,0.846905,"[""occ_23cf0d95ea62d6c76f56"", ""occ_4cf3000868b21fd67867""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.900754, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.7}","[""embedding_similarity"", ""domains""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_3bb36a2d05d90e935084,term_00f3ee6bf94038cfb789,Road freight transport - ENP-East countries,term_5e4df62ef683da8502b4,Road freight transport - ENP-South countries,related_to,0.832545,"[""occ_26a9a1f4b4474ead75f2"", ""occ_96c5e99b072a94d3110e""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.888787, ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.714286}","[""embedding_similarity"", ""domains""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_2617b40e206edde861e3,term_e05002e50ec575d45b7d,Retail trade volume of sales,term_d89120ce008c2ccbdc95,"Retail trade volume of sales - food, beverages and tobacco",broader_than,0.830000,"[""occ_19e2ff9e5cd76afe76ea"", ""occ_352f677a0c45ae04fe8d"", ""occ_42f64b9b474bd6e5212f"", ""occ_6d71a9882ef01c3c9f21"", ""occ_e3af1515c826ed4d6b7d""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.888761, ""qualifier_tokens"": [""beverages"", ""food"", ""tobacco""], ""source_domain"": ""industry, trade, and services"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.571429}","[""lexical_containment"", ""qualifier_patterns""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_ef75f97543f56be6223a,term_047c9239143df8136f91,Goods transported,term_9cedd100584c1a2e3c09,Gross weight of goods in Ro-ro units transported in short sea shipping from/to the top 5 EU ports for goods in Ro-ro units,broader_than,0.830000,"[""occ_b2000a12ad6137d53015"", ""occ_c1b571bcd7906e276fb7""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.694037, ""qualifier_tokens"": [""5"", ""eu"", ""from"", ""gross"", ""ports"", ""ro"", ""sea"", ""shipping"", ""short"", ""top"", ""units"", ""weight""], ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.142857}","[""lexical_containment"", ""qualifier_patterns""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_f7bd9ec521c5118a62dc,term_e627eb2b6cef0cf15347,Gross value added - NACE Rev. 2: B-E - current prices,term_43b3e9a5541c91515e12,Gross value added - NACE Rev. 2: C - volumes,related_to,0.819003,"[""occ_423ab5dd4e8d9dbb7aea"", ""occ_7304097929e43d5dfb37""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.877502, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.5}","[""embedding_similarity"", ""domains""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_83717e05deeec81cc2cd,term_1847b10ff62e7ccf2fbb,Median relative income of elderly people (60+),term_f177d5318f6bbdc99d9b,Relative median income ratio (60+),related_to,0.813580,"[""occ_2571618f7bf31bdb351f"", ""occ_e53ae81c2c11382ce52f""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.91465, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.571429}","[""embedding_similarity"", ""domains""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_9c2a6e47b0ee9129286d,term_b02ae624a643197bb062,Gross value added - NACE Rev. 2: B-E - volumes,term_7f231a9b7cbedf86f343,Gross value added - NACE Rev. 2: L - current prices,related_to,0.810812,"[""occ_48f2767cd94062dcb64b"", ""occ_e20f0480fcbf2465054c""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.870677, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.5}","[""embedding_similarity"", ""domains""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_20ddf51beb66a7b07d38,term_3456ee1ef3a4b5d3e160,"Causes of death, by sex",term_94b6765642dac6f6949f,"Death due to cancer, by sex",related_to,0.802700,"[""occ_2a6383bffb6dee3b9f42"", ""occ_7d90efc98110b2b7868e""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.905584, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.4}","[""embedding_similarity"", ""domains""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_d2338ece080cc972ea67,term_132a92984b672ddddfbe,Gross value added - NACE Rev. 2: K - current prices,term_904fdc9e8e59b47185f3,Gross value added - NACE Rev. 2: O-Q - volumes,related_to,0.800616,"[""occ_23cf0d95ea62d6c76f56"", ""occ_45c8bfd8afad73044c69""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.86218, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.5}","[""embedding_similarity"", ""domains""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_a6ed29ef5fc205b82c98,term_8cddf207ccad91a60de9,Gross value added - NACE Rev. 2: C - current prices,term_d9fb3aeefcbd7e2f796a,Gross value added - NACE Rev. 2: K - volumes,related_to,0.796677,"[""occ_4cf3000868b21fd67867"", ""occ_d9af56e7807b701289d1""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.858898, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.545455}","[""embedding_similarity"", ""domains""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_81f9d6f11d025c5f7dd3,term_115d903267dadba6da0f,"Final consumption expenditure of households and NPISH, current prices",term_5bd6cc28bc0c9ce94e30,"Final consumption expenditure of households and NPISH, volumes",related_to,0.795617,"[""occ_6e3f9d21bb8e110760ca"", ""occ_dea8ef4c0a90f282df60""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.89968, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.625}","[""embedding_similarity"", ""domains""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_e24c5c1a0eb719a349ce,term_77db762d503f8c2112f8,Gross weight of dry bulk goods transported in short sea shipping from/to the top 5 EU ports for dry bulk goods,term_c179b5f3ca305b4b45df,"Short sea shipping - EU level - gross weight of goods transported to/from main ports, by type of cargo for each sea region of partner ports",related_to,0.781362,"[""occ_36c6932bfade4795568d"", ""occ_f4d5fa5c8e69f2afb071""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.846135, ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.47619}","[""embedding_similarity"", ""domains""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_7d480851f4b211958c9e,term_87a753574448dc6084bb,Gini coefficient of equivalised disposable income,term_0e2307e31f6b17f4428d,Gini coefficient of equivalised disposable income before social transfers (pensions excluded from social transfers),broader_than,0.780000,"[""occ_2b112d7082056cf8ab23"", ""occ_2ee48ebc75e6cd991609""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.870945, ""qualifier_tokens"": [""before"", ""excluded"", ""from"", ""pensions"", ""social"", ""transfers""], ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.454545}","[""lexical_containment"", ""qualifier_patterns""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_dddc0e91b614e8b354d7,term_0388239da703c3da3a94,including national transport,term_5e2d8a28ef31383d28d4,Freight and mail air transport (including national transport) - ENP-South countries,broader_than,0.780000,"[""occ_6e394b25b5b551af6199"", ""occ_ad0594e914ee7e0e44c8""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.722951, ""qualifier_tokens"": [""air"", ""countries"", ""enp"", ""freight"", ""mail"", ""south""], ""source_domain"": ""transport"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.333333}","[""lexical_containment"", ""qualifier_patterns""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_e30278ee89e093bd86ea,term_06805613d2075f44c3ed,current prices,term_8c80a20920007a0c2a77,"Gross domestic product, current prices",broader_than,0.780000,"[""occ_2a3fe43b920fdff5ecb0"", ""occ_3090d7266ac99bd3d4a9"", ""occ_3be4faafa9076c7ff322"", ""occ_5993b0ce993d55a104c5"", ""occ_62fba27a7e6167c42393"", ""occ_77b49f474a004c115639"", ""occ_7c36156788399e0bd8eb"", ""occ_86a62e7415bb9659e067"", ""occ_ae02dc2f129e1b429a79"", ""occ_cf74dedde48d8af3db19"", ""occ_df30f81d1c867fc257cf"", ""occ_e16e97686400b64d86e8"", ""occ_fdfbc2e693f8c16d8072""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.857093, ""qualifier_tokens"": [""domestic"", ""gross"", ""product""], ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.4}","[""lexical_containment"", ""qualifier_patterns""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_2e2eb2a24af83a42e2d9,term_fa38f209e4b8c386f58c,Unitisation in maritime freight transport,term_735f5b874e0e33937a24,Unitisation in road freight transport - tonne-kilometre for gross weight of goods,related_to,0.773165,"[""occ_30520a272a2ff51c6a48"", ""occ_d7ba521ad1779e1bc7a3""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.839304, ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.3}","[""embedding_similarity"", ""domains""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_8a6b8cf7e5cb05bc35e7,term_b86ab4699fecadbd4c05,"Grain maize and corn-cob-mix by area, production and humidity",term_084a82356f88b7f13c12,"Wheat and spelt by area, production and humidity",related_to,0.759974,"[""occ_8d1fb45903102ebf5fff"", ""occ_e16f3822f3571b76bd5c""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.828311, ""source_domain"": ""agriculture, forestry, and fisheries"", ""target_domain"": ""agriculture, forestry, and fisheries"", ""token_jaccard"": 0.3}","[""embedding_similarity"", ""domains""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_45a9ac7aeb530e3c535a,term_f25b3958d6da1017e631,Production in construction,term_04279f6a3fcd4e3a01d3,Production in industry - energy,related_to,0.758316,"[""occ_955dc221d744c8cd1885"", ""occ_bd696313747b13097db0""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.82693, ""source_domain"": ""industry, trade, and services"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.25}","[""embedding_similarity"", ""domains""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_28cb0192c60fe7d05400,term_16db44a8101ea3aaa4f2,"Death due to pneumonia, by sex",term_a328ea1f4752a941f146,"Death due to suicide, by sex",related_to,0.754174,"[""occ_a3f1faa45612dfd7a962"", ""occ_c79aee8aabcf9d311bfa""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.865145, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.6}","[""embedding_similarity"", ""domains""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_1a38e579fd37b40b4285,term_51ed3941228748ad9c32,Domestic industrial production price index,term_fe4e2ce249094bf3ed20,Domestic producer prices - intermediate goods,related_to,0.719755,"[""occ_696ac66ec8d0cd2f6edd"", ""occ_f9b86e812ceb9c753290""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.794796, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.111111}","[""embedding_similarity"", ""domains""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_dd5e744d71fcc751f5be,term_d877db962664d4857680,"Out-of-school rate in population of lower secondary school age, by sex",term_c32b9badb0ba4710ff3e,Pupils from age 0 to the starting age of compulsory education at primary level by sex - % of the population of the corresponding age,related_to,0.704752,"[""occ_9acba8b0d7b73dd3b68f"", ""occ_fdd3d38b03175844bc71""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.782294, ""source_domain"": ""education"", ""target_domain"": ""education"", ""token_jaccard"": 0.166667}","[""embedding_similarity"", ""domains""]",run_1b5f0cbf1084aaa8d017,,,,,
relation_5006bfe6088e12e7de5e,term_c9fa520584151533f5a2,Employment rates (aged 15-64) by sex,term_c396f89acaee68a2c8bf,Unemployment rates by sex and age - ENP-East countries,related_to,0.704450,"[""occ_5e0fc3b7216f7b6d6f8a"", ""occ_dff3cfb52f7b30d32463""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.782042, ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.181818}","[""embedding_similarity"", ""domains""]",run_1b5f0cbf1084aaa8d017,,,,,
