relation_id,source_term_id,source_term,target_term_id,target_term,relation_type,confidence,evidence_ids_json,evidence,generation_methods_json,run_id,is_valid_relation,correct_relation_type,gold_relation_type,false_positive_type,notes
relation_0023da07e4ebd3d64c5d,term_ae51d11ede9f144beaac,"rate of birth, of dead",term_d64c00e7f61487aa33ad,"rate of birth, of dead and",variant_of,0.910000,"[""occ_2e5e58e5c0fe260bb1d7"", ""occ_a2050cb052c59362b37b""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.988453, ""source_domain"": ""population and demography"", ""target_domain"": ""population and demography"", ""token_jaccard"": 1.0}","[""title_family"", ""lexical_variant""]",run_1b4d6642319427ea9aa0,,,,,
relation_0084d77c05f1da38461d,term_21226a125734525ad107,level by sex - % of the population of,term_4866ae275dcc212bf3d9,level by sex - % of the population of the,variant_of,0.910000,"[""occ_4587aa57704c2087d3d5"", ""occ_567e3705d37482026e68"", ""occ_8b55f3590dbc8bb70d07"", ""occ_a27a6db290c1169ba5c1"", ""occ_cbeef586dac76762cd26"", ""occ_ce35d518e86071e80d77""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.997224, ""source_domain"": ""population and demography"", ""target_domain"": ""population and demography"", ""token_jaccard"": 1.0}","[""title_family"", ""lexical_variant""]",run_1b4d6642319427ea9aa0,,,,,
relation_009c2161d672095c6ec2,term_1b90afffca9ec8575b3d,population (mid-year,term_d650b9efca7e67b4d377,population mid-year,variant_of,0.910000,"[""occ_4685fc3e07c26620c4b6"", ""occ_a73b668e26f28f94f8bc""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.981189, ""source_domain"": ""population and demography"", ""target_domain"": ""population and demography"", ""token_jaccard"": 1.0}","[""title_family"", ""lexical_variant""]",run_1b4d6642319427ea9aa0,,,,,
relation_01173e820a69108b5ccc,term_e71b9f56bbac566384c4,and crude birth,term_92bb49f8030860b8b88d,crude birth,variant_of,0.910000,"[""occ_20a7452b21c372fbf4d8"", ""occ_d0aecc3d822f4a88b4b4""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.935214, ""source_domain"": ""population and demography"", ""target_domain"": ""population and demography"", ""token_jaccard"": 1.0}","[""title_family"", ""lexical_variant""]",run_1b4d6642319427ea9aa0,,,,,
relation_0150939ba9810282f23e,term_ab72e901afb98632b9bd,household population,term_aa78f2de3f0487e3bfec,on household population,variant_of,0.910000,"[""occ_3df7c685f022f4cb3360"", ""occ_a044f5c294a8ff13036a""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.939065, ""source_domain"": ""population and demography"", ""target_domain"": ""population and demography"", ""token_jaccard"": 1.0}","[""title_family"", ""lexical_variant""]",run_1b4d6642319427ea9aa0,,,,,
relation_01590a6550f7767250f6,term_d53199587642e8d9a3fa,debt-to-income ratio,term_93f87990951b61e2e05c,debt-to-income ratio of,variant_of,0.910000,"[""occ_158dbadf4f987a1b709f"", ""occ_2f50e81dfec61eefd7c8""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.991395, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 1.0}","[""title_family"", ""lexical_variant""]",run_1b4d6642319427ea9aa0,,,,,
relation_018152274fb19c26f29f,term_f3c5dfa7e5a30c53f7b6,Death due to pneumonia,term_9558ed390893fbf30dfc,"Death due to pneumonia, by",variant_of,0.910000,"[""occ_53a569f2abfb7d538359"", ""occ_aafc68b1fe0dc3fda2ad""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.972676, ""source_domain"": ""health"", ""target_domain"": ""health"", ""token_jaccard"": 1.0}","[""title_family"", ""lexical_variant""]",run_1b4d6642319427ea9aa0,,,,,
relation_0289221293c623b9c5d9,term_de1275695e85a9ad231b,Gross value added - NACE Rev. 2: - volumes,term_284c77bb50fa6394ff34,Gross value added - NACE Rev. 2: A - volumes,variant_of,0.910000,"[""occ_2152786c1a52ad99f16c"", ""occ_ace1b263291f020a0e8b""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.98934, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 1.0}","[""title_family"", ""lexical_variant""]",run_1b4d6642319427ea9aa0,,,,,
relation_02cd851f851cdcc83845,term_f63c4236ea3a1e9687e6,development expenditure,term_27ae92a8618341fae6ec,development expenditure by,variant_of,0.910000,"[""occ_32e2e3ea82231371e350"", ""occ_97adac1f4cb1d546c508""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.973095, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 1.0}","[""title_family"", ""lexical_variant""]",run_1b4d6642319427ea9aa0,,,,,
relation_02f907e95fccac90e027,term_426dae8b8c3f4b18f6df,and crude birth rate,term_35bb6dc06f2044992d78,"Crude rate of birth, of",variant_of,0.910000,"[""occ_3547833ead45926ac91d"", ""occ_725979610a37e860de57""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.922389, ""source_domain"": ""population and demography"", ""target_domain"": ""population and demography"", ""token_jaccard"": 1.0}","[""title_family"", ""lexical_variant""]",run_1b4d6642319427ea9aa0,,,,,
relation_b7ec293ffc6fcf232226,term_8821b8ca0578c3f64ff2,Gross national income (GNI) per,term_aef08d6754e558929a90,national income (GNI) per capita,related_to,0.900842,"[""occ_4006d4a867753200e38b"", ""occ_7db60eb833121c8becd4""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.945702, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.666667}","[""embedding_similarity"", ""domains""]",run_1b4d6642319427ea9aa0,,,,,
relation_c8a3e9d6c2d23359f1af,term_06fc6772cadd4c4688a0,Gross value added - NACE Rev. 2: B-E,term_b5856af080b04db83fb9,Gross value added - NACE Rev. 2: R-U,related_to,0.893533,"[""occ_a09d7ebff9779c8f1452"", ""occ_b6d2accdba686f1a310f"", ""occ_d58ec0774d96f55b13a7"", ""occ_d7270163e18d94ed4cca""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.939611, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.6}","[""embedding_similarity"", ""domains""]",run_1b4d6642319427ea9aa0,,,,,
relation_0027d6c5ea488ed240fd,term_38b95ba6cee911db6c72,Sewage sludge production and,term_807855b35101cb82e6e2,Sewage sludge production and disposal from urban wastewater (in dry substance (d.s)),broader_than,0.880000,"[""occ_6304e826e2a557306af9"", ""occ_85fafab6269829b78e50""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.835175, ""qualifier_tokens"": [""d"", ""disposal"", ""dry"", ""from"", ""s"", ""substance"", ""urban"", ""wastewater""], ""source_domain"": ""environment and energy"", ""target_domain"": ""environment and energy"", ""token_jaccard"": 0.272727}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_003b1f4b1f1f3d8175f5,term_46972d0f33ec49a6fcec,"debt: loans, by sectors, consolidated - % of GDP",term_0e23482b8f266b22ee10,"sector debt: loans, by sectors, consolidated - % of GDP",broader_than,0.880000,"[""occ_1c6f10fd80a88b65e9cd"", ""occ_724b338ea1c33e1ffbd7""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.988642, ""qualifier_tokens"": [""sector""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.833333}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_0051b7808935365c6e71,term_16ee6bbe8c8aaeb6ff1d,Aquaculture production by,term_e2e1c8f4db62d9090db5,Annual aquaculture production - live weight,broader_than,0.880000,"[""occ_9ff81150ebec0a06587b"", ""occ_fa55e539ff938b06f6dc""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.842527, ""qualifier_tokens"": [""annual"", ""live"", ""weight""], ""source_domain"": ""agriculture, forestry, and fisheries"", ""target_domain"": ""agriculture, forestry, and fisheries"", ""token_jaccard"": 0.4}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_00ed0becb8ee0ae08738,term_46972d0f33ec49a6fcec,"debt: loans, by sectors, consolidated - % of GDP",term_e3cfbb83163ba40271ed,"Private sector debt: loans, by sectors, consolidated - % of GDP",broader_than,0.880000,"[""occ_1c6f10fd80a88b65e9cd"", ""occ_f0ea70263892ccd6821a""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.946478, ""qualifier_tokens"": [""private"", ""sector""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.714286}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_011977f8de0493838eda,term_cbdb4305383a65145f59,Population (aged 25 and,term_79a1649f74b441d254e2,Population (aged 25 and over) by sex and,broader_than,0.880000,"[""occ_1fbef45c880232b263b2"", ""occ_3ddff4f41ce8dd198cbd""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.938281, ""qualifier_tokens"": [""over"", ""sex""], ""source_domain"": ""population and demography"", ""target_domain"": ""population and demography"", ""token_jaccard"": 0.6}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_013b91aa650fa6fe10ec,term_9393c37dd7b3ab08b69d,Employment and employment rates (aged,term_795d9ad98feaa090e492,Employment and employment rates (aged 20-64) by sex - ENP-East countries,broader_than,0.880000,"[""occ_57e8425efc7d540349f1"", ""occ_8bf2b04420367c1ebae4""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.756654, ""qualifier_tokens"": [""20"", ""64"", ""countries"", ""east"", ""enp"", ""sex""], ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.333333}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_013c578dc61cc649d0fd,term_cbdb4305383a65145f59,Population (aged 25 and,term_6c398553c4d684b6aba1,per 1000 of population aged 25-34,broader_than,0.880000,"[""occ_2220923b4c86037e0a8d"", ""occ_3ddff4f41ce8dd198cbd"", ""occ_aa715649f9c9250844bc""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.829814, ""qualifier_tokens"": [""1000"", ""34"", ""per""], ""source_domain"": ""population and demography"", ""target_domain"": ""population and demography"", ""token_jaccard"": 0.5}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_0172b27b34f8dc0dbf68,term_28678383dd2cd27fc8e8,Death due to diseases of,term_00b72c6e5deff8c38d7c,"Death due to diseases of the nervous system, by sex",broader_than,0.880000,"[""occ_321610e1affec916f6ba"", ""occ_45ebf642021871edc490""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.869492, ""qualifier_tokens"": [""nervous"", ""sex"", ""system""], ""source_domain"": ""health"", ""target_domain"": ""health"", ""token_jaccard"": 0.5}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_0192ee5eac8e4f605902,term_843dc3e32ebe348ba6d7,Social protection expenditure,term_aead5de8eb0517ab72ab,Expenditure on social protection per inhabitant at,broader_than,0.880000,"[""occ_a90a2f29c9e30a811181"", ""occ_e036fc6668258ea22efd""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.905921, ""qualifier_tokens"": [""at"", ""inhabitant"", ""per""], ""source_domain"": ""social conditions and equality"", ""target_domain"": ""social conditions and equality"", ""token_jaccard"": 0.5}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_01bddcd41ab6f47c0253,term_3fedc7390c1b3d146ecd,employment by age group - ENP-South countries,term_aa68604b0a18d14e8f75,Total employment by age group - ENP-South countries,broader_than,0.880000,"[""occ_300099d7b1705677f2e5"", ""occ_727032c5cab0ef487166""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.948264, ""qualifier_tokens"": [""total""], ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.857143}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_73a0109f0d92536c654c,term_b5d071d9bc5b609ac5e4,Employment and employment,term_6a33f33bcda42090451b,Employment and employment rates (aged 20-64) by sex,broader_than,0.880000,"[""occ_17b71724bc9d419ed64a"", ""occ_2c71d5da53fb0de31239""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.715882, ""qualifier_tokens"": [""20"", ""64"", ""aged"", ""rates"", ""sex""], ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.166667}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_98f6c709c87b12d9dc4a,term_64e20bb86a28ea7f2225,Population change - crude rates of,term_9f660ff7a07a2724a413,Population change - crude rates of total,broader_than,0.880000,"[""occ_4fcff9fd1cd7bc43b3c9"", ""occ_e70bb5290772ef70cdd9""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.961794, ""qualifier_tokens"": [""total""], ""source_domain"": ""population and demography"", ""target_domain"": ""population and demography"", ""token_jaccard"": 0.8}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_a0c6b16cd64afebd73e0,term_998170f54632c362f369,Live births and crude birth,term_ae811119ae4287ceef98,Live births and crude birth rate,broader_than,0.880000,"[""occ_dddf5ec047c007e87440"", ""occ_e76af5f4ba9f20513f79""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.933873, ""qualifier_tokens"": [""rate""], ""source_domain"": ""population and demography"", ""target_domain"": ""population and demography"", ""token_jaccard"": 0.8}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_bf0e1d3774a3e61bfba6,term_f76d6e5998234412fe60,"credit flow: loans by sectors, consolidated - % of GDP",term_cd7a39a0bc9ab7d16394,"Private sector credit flow: loans by sectors, consolidated - % of GDP",broader_than,0.880000,"[""occ_7b0937591a56566d7084"", ""occ_916511ca0bf7e3f36c77""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.951386, ""qualifier_tokens"": [""private"", ""sector""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.75}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_d00bb91a3d054ca1085b,term_b04b2b47c31db6abe35b,in long-term unemployment rates,term_0fc206cf39067f4cf3b8,Long-term unemployment rates by sex - ENP-East,broader_than,0.880000,"[""occ_2d5dfdd749290c8ab2b3"", ""occ_54d921b960f0b1cae4de""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.880569, ""qualifier_tokens"": [""east"", ""enp"", ""sex""], ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.571429}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_ca1a7477efe0f6894d79,term_aa9dcb3b1b5e3cb0f0d6,Gross value added - NACE Rev. 2: F - current prices,term_646e182c4632ca162045,Gross value added - NACE Rev. 2: K - current,related_to,0.875912,"[""occ_1f4c4a639c0f0721a694"", ""occ_b1117268c547fdb1d746""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.924927, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.7}","[""embedding_similarity"", ""domains""]",run_1b4d6642319427ea9aa0,,,,,
relation_3bb72645bc4f9b14e2a4,term_de1275695e85a9ad231b,Gross value added - NACE Rev. 2: - volumes,term_9037ac5dd1fd168fbc35,value added - NACE Rev. 2: B-E - volumes,related_to,0.871825,"[""occ_2152786c1a52ad99f16c"", ""occ_b5eb40d2a7409b380997""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.921521, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.666667}","[""embedding_similarity"", ""domains""]",run_1b4d6642319427ea9aa0,,,,,
relation_c6badf0ce17f20ddfa95,term_3c8119ac88585f7272f9,Gross value added - NACE Rev. 2: L - current,term_b96c90ce9935e2db5215,value added - NACE Rev. 2: B-E - current,related_to,0.856779,"[""occ_330f882531b3347da8d3"", ""occ_cea6bb9b9a1f965f9dee""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.908982, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.6}","[""embedding_similarity"", ""domains""]",run_1b4d6642319427ea9aa0,,,,,
relation_075bcf8185ae98fcd978,term_4b6b246102c01107fda7,"level, by sex - as % of the population",term_5358db8db64f39e4eb9d,sex - as % of the population of the corresponding,related_to,0.854996,"[""occ_310fdb51a0cda8fe94f1"", ""occ_5489b5c0b957ebf3caf9"", ""occ_ad2d51ef0ea4eb310f90"", ""occ_ad79bfc310fc9ca26afc"", ""occ_e426de685217a6d45f3a""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.907496, ""source_domain"": ""population and demography"", ""target_domain"": ""population and demography"", ""token_jaccard"": 0.6}","[""embedding_similarity"", ""domains""]",run_1b4d6642319427ea9aa0,,,,,
relation_94be318ac8c30b9eeb0b,term_50c1406a7075550a7b11,Gross value added - NACE Rev. 2: F,term_ce2cdc7f7b3486cc640f,Gross value added - NACE Rev. 2: G-I - current prices,related_to,0.843741,"[""occ_0cee6fbbfa1379dd1a63"", ""occ_881cae96b76f3788cc69"", ""occ_b7f70c260fb0f39b9c30""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.898117, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.545455}","[""embedding_similarity"", ""domains""]",run_1b4d6642319427ea9aa0,,,,,
relation_1c05aefa4c3a265aaf25,term_d6bc2460ef80387f97a0,expectancy at birth by sex - ENP-South countries,term_f6876eaedf46f3589cd0,Life expectancy at birth by sex - ENP-South countries,broader_than,0.830000,"[""occ_5d8665113ce3debdc143"", ""occ_9789d2061afb4e432e43""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.970717, ""qualifier_tokens"": [""life""], ""source_domain"": ""population and demography"", ""target_domain"": ""population and demography"", ""token_jaccard"": 0.875}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_1c0f981001109169de65,term_b5d071d9bc5b609ac5e4,Employment and employment,term_59bf568aa1488d615c43,Young persons neither in employment nor,broader_than,0.830000,"[""occ_17b71724bc9d419ed64a"", ""occ_502d2d4d719d8fad9db1"", ""occ_6577c02d6a5619a77577""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.697595, ""qualifier_tokens"": [""neither"", ""nor"", ""persons"", ""young""], ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.2}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_2a231ca19fb53548ecdb,term_2f36b33541c8d1b3b89d,production - annual data,term_012b2e24a75dae7a8801,Market production - annual data,broader_than,0.830000,"[""occ_05410eabc89bd5d6e0ac"", ""occ_7a41f8d1d44dfc58f116""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.937137, ""qualifier_tokens"": [""market""], ""source_domain"": ""agriculture, forestry, and fisheries"", ""target_domain"": ""agriculture, forestry, and fisheries"", ""token_jaccard"": 0.75}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_3a6ebbd67a648bddf373,term_e52f221fe5c55bbac515,Employment rates,term_4cafd5f6d1c75739979f,and employment rates (aged 20-64) by sex,broader_than,0.830000,"[""occ_14f22be6d7552615c5bd"", ""occ_d164fc1784d3ea4cc1cc"", ""occ_efa1b283a73665be3752""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.724817, ""qualifier_tokens"": [""20"", ""64"", ""aged"", ""sex""], ""source_domain"": ""labour market"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.333333}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_3cb2053e785141db540e,term_e45af84c8ef8d84ed016,consumption expenditure by number of,term_c054e773edcb3bcaf89c,Mean consumption expenditure by number of,broader_than,0.830000,"[""occ_af27a16554f99fa0be64"", ""occ_f0c23c62f1b6c56c4de6""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.945054, ""qualifier_tokens"": [""mean""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.75}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
relation_42b7168802efd1b8f67c,term_c7ee91110d164407d42e,Gender employment gap by,term_f324f5ece1a6aac5840b,Gender employment gap by degree,broader_than,0.830000,"[""occ_284e2c923c842366b650"", ""occ_cb917858d4e0a1065d7c""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.926794, ""qualifier_tokens"": [""degree""], ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.75}","[""lexical_containment"", ""qualifier_patterns""]",run_1b4d6642319427ea9aa0,,,,,
