term_id,canonical_term,matching_key,split,stratum,table_count,occurrence_count,role_summary_json,feature_summary_json,category,annotator_id,notes,audit_source,target_cohort
term_369b61a221a585bf1384,Namur - Schaerbeek,namur - schaerbeek,train_dev,metadata_value|occ_6_20|tables_2_5|no_title|no_header|value|single_role,3,6,"{""metadata_value"": 6}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Rail network Segment (2015)"", ""Rail network segment (2005)"", ""Rail network segment (2010)""], ""occurrence_count"": 6, ""table_count"": 3}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_3c86c36dbb453f949181,Reporting country,reporting country,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,20,950,"{""metadata_value"": 950}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Country of citizenship"", ""Country of residence"", ""Country/region of birth""], ""occurrence_count"": 950, ""table_count"": 20}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_473f3b8b8d1a78cd039f,Severe,severe,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,10,831,"{""metadata_value"": 831}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Level"", ""Level of activity limitation"", ""Level of difficulty""], ""occurrence_count"": 831, ""table_count"": 10}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_475b92a9509fa6d051b6,Foreign country,foreign country,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,14,737,"{""metadata_value"": 737}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Country of citizenship"", ""Country of residence"", ""Country/region of birth""], ""occurrence_count"": 737, ""table_count"": 14}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_4790bfe0528cd484d255,Loaded,loaded,train_dev,metadata_value|occ_21_plus|tables_1|no_title|no_header|value|single_role,1,46,"{""metadata_value"": 46}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Loading status""], ""occurrence_count"": 46, ""table_count"": 1}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_4d1503fe5b3777ddb2ec,Târgu Jiu - Filiasi,târgu jiu - filiasi,train_dev,metadata_value|occ_2_5|tables_2_5|no_title|no_header|value|single_role,2,4,"{""metadata_value"": 4}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Rail network Segment (2015)"", ""Rail network segment (2010)""], ""occurrence_count"": 4, ""table_count"": 2}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_58b596de2b812725ce6e,No,no,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,10,1392,"{""metadata_value"": 1392}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Modalities of the variable for the ad-hoc module"", ""Survey answer - Yes/No"", ""partner""], ""occurrence_count"": 1392, ""table_count"": 10}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_5c40a785c08fc982e3af,Real value,real value,train_dev,metadata_value|occ_21_plus|tables_1|no_title|no_header|value|single_role,1,62,"{""metadata_value"": 62}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Price adjustment""], ""occurrence_count"": 62, ""table_count"": 1}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_66914dc872cc0232babd,Domestic country,domestic country,train_dev,metadata_value|occ_21_plus|tables_2_5|no_title|no_header|value|single_role,4,158,"{""metadata_value"": 158}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Country of residence""], ""occurrence_count"": 158, ""table_count"": 4}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_685c0ab5ad75a1ca7e6f,Jurbise - Denderleeuw,jurbise - denderleeuw,train_dev,metadata_value|occ_6_20|tables_2_5|no_title|no_header|value|single_role,3,6,"{""metadata_value"": 6}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Rail network Segment (2015)"", ""Rail network segment (2005)"", ""Rail network segment (2010)""], ""occurrence_count"": 6, ""table_count"": 3}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_70d1802848d22a2bf736,Real estate; other service activities,real estate; other service activities,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,7,240,"{""metadata_value"": 240}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Statistical classification of economic activities in the European Community (NACE Rev. 1.1)""], ""occurrence_count"": 240, ""table_count"": 7}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_721215470a358613ddec,Other,other,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,15,1078,"{""metadata_value"": 1078}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Customer"", ""Mode of transport"", ""Motor energy"", ""Nature of the trademark"", ""Tenure status"", ""Type of assistance provided/needed for disabled persons to work"", ""Type of consignment"", ""Type of household"", ""Type of task or service"", ""diagnose""], ""occurrence_count"": 1078, ""table_count"": 15}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_825ed1579218c8cd0795,Some or severe,some or severe,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,11,975,"{""metadata_value"": 975}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Level of activity limitation""], ""occurrence_count"": 975, ""table_count"": 11}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_83abc6377b96dd5bf30c,Auvelais - Fleurus,auvelais - fleurus,train_dev,metadata_value|occ_6_20|tables_2_5|no_title|no_header|value|single_role,3,6,"{""metadata_value"": 6}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Rail network Segment (2015)"", ""Rail network segment (2005)"", ""Rail network segment (2010)""], ""occurrence_count"": 6, ""table_count"": 3}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_862fe3abf5296cb908f8,General government,general government,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,13,716,"{""metadata_value"": 716}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Sector""], ""occurrence_count"": 716, ""table_count"": 13}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_86d9bbaa8c4901b72b90,"Mining, quarrying, refinery, fuels, chemicals, electricity, water, waste treatment - services - intermediate consumption","mining, quarrying, refinery, fuels, chemicals, electricity, water, waste treatment - services - intermediate consumption",train_dev,metadata_value|occ_2_5|tables_1|no_title|no_header|value|single_role,1,2,"{""metadata_value"": 2}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Broad economic categories (BEC Rev.5)""], ""occurrence_count"": 2, ""table_count"": 1}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_8df4cc1df4122a84a5aa,"Seasonally adjusted data, not calendar adjusted data","seasonally adjusted data, not calendar adjusted data",train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,12,1020,"{""metadata_value"": 1020}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Seasonal adjustment""], ""occurrence_count"": 1020, ""table_count"": 12}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_8e97a61c1a458c510742,POINTE-A-PITRE/LE RAIZET/GUADELOUPE airport,pointe-a-pitre/le raizet/guadeloupe airport,train_dev,metadata_value|occ_2_5|tables_1|no_title|no_header|value|single_role,1,3,"{""metadata_value"": 3}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Reporting airport""], ""occurrence_count"": 3, ""table_count"": 1}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_925f3b631dd89e45f6ac,Balance,balance,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,16,749,"{""metadata_value"": 749}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Stock or flow"", ""Unit of measure""], ""occurrence_count"": 749, ""table_count"": 16}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_92bd256d3114f7c17b20,"Value added, gross","value added, gross",train_dev,metadata_value|occ_21_plus|tables_21_plus|no_title|no_header|value|single_role,28,2434,"{""metadata_value"": 2434}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""National accounts indicator (ESA 2010)""], ""occurrence_count"": 2434, ""table_count"": 28}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_97a944a5d23290a770f7,Industry (except construction),industry (except construction),train_dev,metadata_value|occ_21_plus|tables_21_plus|no_title|no_header|value|single_role,21,835,"{""metadata_value"": 835}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Statistical classification of economic activities in the European Community (NACE Rev. 1.1)"", ""Statistical classification of economic activities in the European Community (NACE Rev. 2)""], ""occurrence_count"": 835, ""table_count"": 21}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_9859351b1b5a188d04b3,Gorna Oryahovitza - Kaspichan,gorna oryahovitza - kaspichan,train_dev,metadata_value|occ_6_20|tables_2_5|no_title|no_header|value|single_role,3,8,"{""metadata_value"": 8}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Rail network Segment (2015)"", ""Rail network segment (2010)"", ""Rail network segment (2020)""], ""occurrence_count"": 8, ""table_count"": 3}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_a0112e4a9ed706aed945,Burgstaaken/Fehmarn,burgstaaken/fehmarn,train_dev,metadata_value|occ_6_20|tables_1|no_title|no_header|value|single_role,1,6,"{""metadata_value"": 6}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Maritime entity (reporting)\\Time""], ""occurrence_count"": 6, ""table_count"": 1}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_a44c1a824ea449a8ec38,Average,average,train_dev,metadata_value|occ_21_plus|tables_21_plus|no_title|no_header|value|single_role,21,1770,"{""metadata_value"": 1770}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Statistical information"", ""Unit of measure""], ""occurrence_count"": 1770, ""table_count"": 21}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_ab261f4039c0f52a9da5,Mediterranean Sea,mediterranean sea,train_dev,metadata_value|occ_21_plus|tables_2_5|no_title|no_header|value|single_role,3,66,"{""metadata_value"": 66}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Sea basins"", ""Sea basins\\Time""], ""occurrence_count"": 66, ""table_count"": 3}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_aed587322738657fbb20,MIO_EUR,mio_eur,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,12,1576,"{""metadata_value"": 1576}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""unit""], ""occurrence_count"": 1576, ""table_count"": 12}",unit,codex_domain_inferred_primary,"Domain-inferred audit: source evidence identifies a measurement unit, scale, rate, or unit code. Primary targeted reclaim label.",targeted_reclaim,frequent_value_metadata_value
term_b71d7db386cff01baa54,BOLOGNA/BORGO PANIGALE airport,bologna/borgo panigale airport,train_dev,metadata_value|occ_1|tables_1|no_title|no_header|value|single_role,1,1,"{""metadata_value"": 1}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Reporting airport""], ""occurrence_count"": 1, ""table_count"": 1}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_baa0546a633ef73963b5,Linha De Cintura(Alcântara-Mar->Braço De Prata),linha de cintura(alcântara-mar->braço de prata),train_dev,metadata_value|occ_2_5|tables_1|no_title|no_header|value|single_role,1,3,"{""metadata_value"": 3}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Rail network segment (2010)""], ""occurrence_count"": 3, ""table_count"": 1}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_c2e3b4f62c5b1c52b5a6,Mulhouse,mulhouse,train_dev,metadata_value|occ_6_20|tables_6_20|no_title|no_header|value|single_role,6,6,"{""metadata_value"": 6}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Metropolitan regions\\Time""], ""occurrence_count"": 6, ""table_count"": 6}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_c9fef0586810de3ebc33,Karlovac - O¿tarije,karlovac - o¿tarije,train_dev,metadata_value|occ_2_5|tables_1|no_title|no_header|value|single_role,1,2,"{""metadata_value"": 2}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Rail network Segment (2015)""], ""occurrence_count"": 2, ""table_count"": 1}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_d404b158f77c83146ac4,Liabilities,liabilities,train_dev,metadata_value|occ_21_plus|tables_21_plus|no_title|no_header|value|single_role,27,1873,"{""metadata_value"": 1873}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Financial position"", ""Stock or flow""], ""occurrence_count"": 1873, ""table_count"": 27}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_d95defdfeaa9905a2956,Afyon - Horozluhan,afyon - horozluhan,train_dev,metadata_value|occ_6_20|tables_2_5|no_title|no_header|value|single_role,4,12,"{""metadata_value"": 12}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Rail network Segment (2015)"", ""Rail network segment (2005)"", ""Rail network segment (2010)"", ""Rail network segment (2020)""], ""occurrence_count"": 12, ""table_count"": 4}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
term_dcaa74fc34960763980b,Purchasing power standard (PPS),purchasing power standard (pps),train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,6,876,"{""metadata_value"": 876}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Unit of measure""], ""occurrence_count"": 876, ""table_count"": 6}",unit,codex_domain_inferred_primary,"Domain-inferred audit: source evidence identifies a measurement unit, scale, rate, or unit code. Primary targeted reclaim label.",targeted_reclaim,frequent_value_metadata_value
term_e06e6089179ce3b6e978,Production (volume),production (volume),train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,9,896,"{""metadata_value"": 896}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Business trend indicator""], ""occurrence_count"": 896, ""table_count"": 9}",dimension_value,codex_domain_inferred_primary,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Primary targeted reclaim label.,targeted_reclaim,frequent_value_metadata_value
