term_id,canonical_term,matching_key,split,stratum,table_count,occurrence_count,role_summary_json,feature_summary_json,category,annotator_id,notes,audit_source,target_cohort
term_83bd4b19bfdc9cabd920,Access to basic services and housing,access to basic services and housing,validation,title_full|occ_1|tables_1|title|no_header|no_value|single_role,1,1,"{""title_full"": 1}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": false, ""has_title_evidence"": true, ""metadata_columns"": [], ""occurrence_count"": 1, ""table_count"": 1}",measure,codex_domain_inferred_relabel,Domain-inferred audit: title evidence names a measured statistical phenomenon. Independent targeted reclaim relabel.,targeted_reclaim,title_full
term_8712dde3318e2a48c4ac,4 days or over,4 days or over,final_test,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,10,454,"{""metadata_value"": 454}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Severity (days lost)""], ""occurrence_count"": 454, ""table_count"": 10}",dimension_value,codex_domain_inferred_relabel,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Independent targeted reclaim relabel.,targeted_reclaim,unit_range_digit_metadata_value
term_8b9d097148cfb9b4c153,"Euro per kilogram, chain linked volumes (2015)","euro per kilogram, chain linked volumes (2015)",final_test,metadata_value|occ_21_plus|tables_2_5|no_title|no_header|value|single_role,2,72,"{""metadata_value"": 72}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Unit of measure""], ""occurrence_count"": 72, ""table_count"": 2}",unit,codex_domain_inferred_relabel,"Domain-inferred audit: source evidence identifies a measurement unit, scale, rate, or unit code. Independent targeted reclaim relabel.",targeted_reclaim,unit_range_digit_metadata_value
term_9695c80f86e9452669b7,Main farm land use - ENP-East countries,main farm land use - enp-east countries,validation,title_full|occ_1|tables_1|title|no_header|no_value|single_role,1,1,"{""title_full"": 1}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": false, ""has_title_evidence"": true, ""metadata_columns"": [], ""occurrence_count"": 1, ""table_count"": 1}",measure,codex_domain_inferred_relabel,Domain-inferred audit: title evidence names a measured statistical phenomenon. Independent targeted reclaim relabel.,targeted_reclaim,title_full
term_a700f3240d468b921151,Nyk?Bing F - R?Dby F,nyk?bing f - r?dby f,train_dev,metadata_value|occ_2_5|tables_2_5|no_title|no_header|value|single_role,2,4,"{""metadata_value"": 4}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Rail network segment (2005)"", ""Rail network segment (2010)""], ""occurrence_count"": 4, ""table_count"": 2}",other_ambiguous,codex_domain_inferred_relabel,Domain-inferred audit: noisy or malformed surface form is unsafe to assign. Independent targeted reclaim relabel.,targeted_reclaim,short_code_conflict_noise
term_a8c49a0906a8cbf03f1e,Gross household saving rate (B8G/(B6G+D8Net)*100),gross household saving rate (b8g/(b6g+d8net)*100),final_test,metadata_value|occ_21_plus|tables_2_5|no_title|no_header|value|single_role,2,72,"{""metadata_value"": 72}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""National accounts indicator (ESA 2010)""], ""occurrence_count"": 72, ""table_count"": 2}",dimension_value,codex_domain_inferred_relabel,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Independent targeted reclaim relabel.,targeted_reclaim,unit_range_digit_metadata_value
term_ab261f4039c0f52a9da5,Mediterranean Sea,mediterranean sea,train_dev,metadata_value|occ_21_plus|tables_2_5|no_title|no_header|value|single_role,3,66,"{""metadata_value"": 66}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Sea basins"", ""Sea basins\\Time""], ""occurrence_count"": 66, ""table_count"": 3}",dimension_value,codex_domain_inferred_relabel,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Independent targeted reclaim relabel.,targeted_reclaim,frequent_value_metadata_value
term_b7f2a600fd0019a5a880,Median saving rate by household type,median saving rate by household type,train_dev,title_clause|occ_1|tables_1|title|no_header|no_value|single_role,1,1,"{""title_clause"": 1}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": false, ""has_title_evidence"": true, ""metadata_columns"": [], ""occurrence_count"": 1, ""table_count"": 1}",measure,codex_domain_inferred_relabel,Domain-inferred audit: title evidence names a measured statistical phenomenon. Independent targeted reclaim relabel.,targeted_reclaim,title_clause
term_bb1bd0caaaefd08a067d,Growth rate on previous period (t/t-1),growth rate on previous period (t/t-1),final_test,metadata_value|occ_21_plus|tables_21_plus|no_title|no_header|value|single_role,24,852,"{""metadata_value"": 852}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Unit of measure"", ""Unit of measure\\Time""], ""occurrence_count"": 852, ""table_count"": 24}",unit,codex_domain_inferred_relabel,"Domain-inferred audit: source evidence identifies a measurement unit, scale, rate, or unit code. Independent targeted reclaim relabel.",targeted_reclaim,unit_range_digit_metadata_value
term_d936cce771b506a7c321,Gross saving,gross saving,validation,title_full|occ_1|tables_1|title|no_header|no_value|single_role,1,1,"{""title_full"": 1}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": false, ""has_title_evidence"": true, ""metadata_columns"": [], ""occurrence_count"": 1, ""table_count"": 1}",measure,codex_domain_inferred_relabel,Domain-inferred audit: title evidence names a measured statistical phenomenon. Independent targeted reclaim relabel.,targeted_reclaim,title_full
term_de6ad87afb9770c966bf,calendar adjusted,calendar adjusted,train_dev,title_clause|occ_2_5|tables_2_5|title|no_header|no_value|single_role,2,2,"{""title_clause"": 2}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": false, ""has_title_evidence"": true, ""metadata_columns"": [], ""occurrence_count"": 2, ""table_count"": 2}",dimension_value,codex_domain_inferred_relabel,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Independent targeted reclaim relabel.,targeted_reclaim,title_clause
term_e002fec507e161f5e9e6,PPS_AE,pps_ae,train_dev,metadata_value|occ_21_plus|tables_1|no_title|no_header|value|single_role,1,229,"{""metadata_value"": 229}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""unit""], ""occurrence_count"": 229, ""table_count"": 1}",unit,codex_domain_inferred_relabel,"Domain-inferred audit: source evidence identifies a measurement unit, scale, rate, or unit code. Independent targeted reclaim relabel.",targeted_reclaim,short_code_conflict_noise
term_ed6b3031de1d70b8752c,O,o,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,7,1195,"{""metadata_value"": 1195}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""priority""], ""occurrence_count"": 1195, ""table_count"": 7}",other_ambiguous,codex_domain_inferred_relabel,"Domain-inferred audit: fragmentary, broad, or opaque evidence is unsafe to assign. Independent targeted reclaim relabel.",targeted_reclaim,short_code_conflict_noise
term_f7cfdbaae2faf3c2ab6b,All individuals,all individuals,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,16,781,"{""metadata_value"": 781}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Individual type""], ""occurrence_count"": 781, ""table_count"": 16}",dimension_value,codex_domain_inferred_relabel,Domain-inferred audit: metadata or domain evidence identifies a member of a dimension. Independent targeted reclaim relabel.,targeted_reclaim,frequent_value_metadata_value
term_f9f9a4455361fec2905d,National currency,national currency,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,16,1330,"{""metadata_value"": 1330}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Currency"", ""Unit of measure""], ""occurrence_count"": 1330, ""table_count"": 16}",unit,codex_domain_inferred_relabel,"Domain-inferred audit: source evidence identifies a measurement unit, scale, rate, or unit code. Independent targeted reclaim relabel.",targeted_reclaim,frequent_value_metadata_value
