term_id,canonical_term,matching_key,split,stratum,table_count,occurrence_count,role_summary_json,feature_summary_json,category,annotator_id,notes,audit_source,target_cohort
term_1cbe73767ac695f03fe8,Kayseri - Bo?Azkopru,kayseri - bo?azkopru,train_dev,metadata_value|occ_6_20|tables_2_5|no_title|no_header|value|single_role,2,6,"{""metadata_value"": 6}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Rail network segment (2005)"", ""Rail network segment (2010)""], ""occurrence_count"": 6, ""table_count"": 2}",,,,targeted_reclaim,frequent_value_metadata_value
term_1da9a45d5132e19e5258,Never,never,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,10,556,"{""metadata_value"": 556}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Duration"", ""Frequency""], ""occurrence_count"": 556, ""table_count"": 10}",,,,targeted_reclaim,frequent_value_metadata_value
term_2031846ddae366bae8e6,Western Sahara,western sahara,train_dev,metadata_value|occ_2_5|tables_1|no_title|no_header|value|single_role,1,2,"{""metadata_value"": 2}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Country of cabotage\\Time""], ""occurrence_count"": 2, ""table_count"": 1}",,,,targeted_reclaim,frequent_value_metadata_value
term_25d2f2a5ec5d6882d65b,Barcelona,barcelona,train_dev,metadata_value|occ_6_20|tables_6_20|no_title|no_header|value|single_role,8,16,"{""metadata_value"": 16}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Maritime entity (reporting)\\Time"", ""Metropolitan regions\\Time""], ""occurrence_count"": 16, ""table_count"": 8}",,,,targeted_reclaim,frequent_value_metadata_value
term_267ebd6fa1eca7feaeb4,Repeated,repeated,train_dev,metadata_value|occ_21_plus|tables_2_5|no_title|no_header|value|single_role,4,480,"{""metadata_value"": 480}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Frequency""], ""occurrence_count"": 480, ""table_count"": 4}",,,,targeted_reclaim,frequent_value_metadata_value
term_2aa0fb8b6f233d8c1ca8,Seasonally and calendar adjusted data,seasonally and calendar adjusted data,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,14,488,"{""metadata_value"": 488}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Seasonal adjustment""], ""occurrence_count"": 488, ""table_count"": 14}",,,,targeted_reclaim,frequent_value_metadata_value
term_2dab7474d8ef7d9dcd14,Not applicable,not applicable,train_dev,metadata_value|occ_21_plus|tables_2_5|no_title|no_header|value|single_role,5,457,"{""metadata_value"": 457}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Age class"", ""Foreign direct investment item"", ""Time frequency"", ""Working time""], ""occurrence_count"": 457, ""table_count"": 5}",,,,targeted_reclaim,frequent_value_metadata_value
term_32f19e13fd2bf25eb3a2,Annual bonuses,annual bonuses,train_dev,metadata_value|occ_21_plus|tables_2_5|no_title|no_header|value|single_role,2,430,"{""metadata_value"": 430}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Structure of earnings indicator""], ""occurrence_count"": 430, ""table_count"": 2}",,,,targeted_reclaim,frequent_value_metadata_value
term_36827701f06886732937,Non-metropolitan regions in Sweden,non-metropolitan regions in sweden,train_dev,metadata_value|occ_6_20|tables_6_20|no_title|no_header|value|single_role,6,6,"{""metadata_value"": 6}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Metropolitan regions\\Time""], ""occurrence_count"": 6, ""table_count"": 6}",,,,targeted_reclaim,frequent_value_metadata_value
term_3c86136d47f23e525708,Bifurcação De Xabregas - Bifurcação De Chelas,bifurcação de xabregas - bifurcação de chelas,train_dev,metadata_value|occ_6_20|tables_2_5|no_title|no_header|value|single_role,2,6,"{""metadata_value"": 6}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Rail network Segment (2015)"", ""Rail network segment (2020)""], ""occurrence_count"": 6, ""table_count"": 2}",,,,targeted_reclaim,frequent_value_metadata_value
term_437889753d3e580f3905,Nimes,nimes,train_dev,metadata_value|occ_6_20|tables_6_20|no_title|no_header|value|single_role,6,6,"{""metadata_value"": 6}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Metropolitan regions\\Time""], ""occurrence_count"": 6, ""table_count"": 6}",,,,targeted_reclaim,frequent_value_metadata_value
term_4388021938ea97a70f3c,Zürich,zürich,train_dev,metadata_value|occ_6_20|tables_6_20|no_title|no_header|value|single_role,6,6,"{""metadata_value"": 6}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Metropolitan regions\\Time""], ""occurrence_count"": 6, ""table_count"": 6}",,,,targeted_reclaim,frequent_value_metadata_value
term_476003a772a28aafa975,Devinska Nova Ves - Kuty,devinska nova ves - kuty,train_dev,metadata_value|occ_6_20|tables_2_5|no_title|no_header|value|single_role,4,12,"{""metadata_value"": 12}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Rail network Segment (2015)"", ""Rail network segment (2005)"", ""Rail network segment (2010)"", ""Rail network segment (2020)""], ""occurrence_count"": 12, ""table_count"": 4}",,,,targeted_reclaim,frequent_value_metadata_value
term_5239f2624f01e7f683f4,"Owner, with mortgage or loan","owner, with mortgage or loan",train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,10,428,"{""metadata_value"": 428}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Tenure status""], ""occurrence_count"": 428, ""table_count"": 10}",,,,targeted_reclaim,frequent_value_metadata_value
term_547e6cf7f8d178920ad1,Tenth percentile,tenth percentile,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,7,622,"{""metadata_value"": 622}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Quantile""], ""occurrence_count"": 622, ""table_count"": 7}",,,,targeted_reclaim,frequent_value_metadata_value
term_557e77030e881001c3f5,Other cereals harvested green (excluding green maize),other cereals harvested green (excluding green maize),train_dev,metadata_value|occ_21_plus|tables_1|no_title|no_header|value|single_role,1,39,"{""metadata_value"": 39}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Crops""], ""occurrence_count"": 39, ""table_count"": 1}",,,,targeted_reclaim,frequent_value_metadata_value
term_5a9b52cdac6e52480a28,Niirala - Sakaniemi,niirala - sakaniemi,train_dev,metadata_value|occ_2_5|tables_1|no_title|no_header|value|single_role,1,2,"{""metadata_value"": 2}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Rail network segment (2005)""], ""occurrence_count"": 2, ""table_count"": 1}",,,,targeted_reclaim,frequent_value_metadata_value
term_5b1945a4fa49cd40ac5f,Fifth quintile,fifth quintile,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,12,429,"{""metadata_value"": 429}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Income quantile"", ""Quantile""], ""occurrence_count"": 429, ""table_count"": 12}",,,,targeted_reclaim,frequent_value_metadata_value
term_5efa75f01f14a0cb10b6,Net operating surplus,net operating surplus,train_dev,metadata_value|occ_1|tables_1|no_title|no_header|value|single_role,1,1,"{""metadata_value"": 1}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""National accounts indicator (ESA 2010)""], ""occurrence_count"": 1, ""table_count"": 1}",,,,targeted_reclaim,frequent_value_metadata_value
term_6a8bac26f4a1de88d6a0,Imatra - Parikkala,imatra - parikkala,train_dev,metadata_value|occ_6_20|tables_2_5|no_title|no_header|value|single_role,4,8,"{""metadata_value"": 8}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Rail network Segment (2015)"", ""Rail network segment (2005)"", ""Rail network segment (2010)"", ""Rail network segment (2020)""], ""occurrence_count"": 8, ""table_count"": 4}",,,,targeted_reclaim,frequent_value_metadata_value
term_6c734dfa9ad3d0946e48,Other types of cross-border trade,other types of cross-border trade,train_dev,metadata_value|occ_21_plus|tables_1|no_title|no_header|value|single_role,1,45,"{""metadata_value"": 45}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Cross border trade""], ""occurrence_count"": 45, ""table_count"": 1}",,,,targeted_reclaim,frequent_value_metadata_value
term_6fd6014af44480055fc5,Septemvri - Plovdiv,septemvri - plovdiv,train_dev,metadata_value|occ_6_20|tables_2_5|no_title|no_header|value|single_role,3,8,"{""metadata_value"": 8}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Rail network Segment (2015)"", ""Rail network segment (2010)"", ""Rail network segment (2020)""], ""occurrence_count"": 8, ""table_count"": 3}",,,,targeted_reclaim,frequent_value_metadata_value
term_73b109ef1445b90ae075,Monthly minimum wage as a proportion of the median gross monthly earnings,monthly minimum wage as a proportion of the median gross monthly earnings,train_dev,metadata_value|occ_21_plus|tables_2_5|no_title|no_header|value|single_role,2,57,"{""metadata_value"": 57}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Structure of earnings indicator""], ""occurrence_count"": 57, ""table_count"": 2}",,,,targeted_reclaim,frequent_value_metadata_value
term_7fea61e7ef187429f48b,Any other type of working schedule,any other type of working schedule,train_dev,metadata_value|occ_21_plus|tables_1|no_title|no_header|value|single_role,1,67,"{""metadata_value"": 67}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Modalities of the variable for the ad-hoc module""], ""occurrence_count"": 67, ""table_count"": 1}",,,,targeted_reclaim,frequent_value_metadata_value
term_9635e09d8b3ede554c77,Ratio,ratio,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,10,549,"{""metadata_value"": 549}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Unit of measure""], ""occurrence_count"": 549, ""table_count"": 10}",,,,targeted_reclaim,frequent_value_metadata_value
term_97e3e37e419aa6226f16,First quintile,first quintile,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,12,426,"{""metadata_value"": 426}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Income quantile"", ""Quantile""], ""occurrence_count"": 426, ""table_count"": 12}",,,,targeted_reclaim,frequent_value_metadata_value
term_9a2aa718c09c4c8809a5,Population,population,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,8,624,"{""metadata_value"": 624}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Activity and employment status""], ""occurrence_count"": 624, ""table_count"": 8}",,,,targeted_reclaim,frequent_value_metadata_value
term_9d0a5f0e49ae49ff80e1,Knin - Gracac,knin - gracac,train_dev,metadata_value|occ_2_5|tables_1|no_title|no_header|value|single_role,1,2,"{""metadata_value"": 2}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Rail network Segment (2015)""], ""occurrence_count"": 2, ""table_count"": 1}",,,,targeted_reclaim,frequent_value_metadata_value
term_9d0f55914e60807f24af,Electricity,electricity,train_dev,metadata_value|occ_21_plus|tables_2_5|no_title|no_header|value|single_role,5,202,"{""metadata_value"": 202}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Motor energy"", ""Standard international energy product classification (SIEC)""], ""occurrence_count"": 202, ""table_count"": 5}",,,,targeted_reclaim,frequent_value_metadata_value
term_a1665fd6069180300325,SHANNON airport,shannon airport,train_dev,metadata_value|occ_2_5|tables_1|no_title|no_header|value|single_role,1,3,"{""metadata_value"": 3}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Reporting airport""], ""occurrence_count"": 3, ""table_count"": 1}",,,,targeted_reclaim,frequent_value_metadata_value
term_a823409572bb6410c154,Owner,owner,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,7,589,"{""metadata_value"": 589}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Tenure status""], ""occurrence_count"": 589, ""table_count"": 7}",,,,targeted_reclaim,frequent_value_metadata_value
term_b0e1efc0689a8dbe81e9,Palestine*,palestine*,train_dev,metadata_value|occ_21_plus|tables_21_plus|no_title|no_header|value|single_role,117,452,"{""metadata_value"": 452}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Geopolitical entity (reporting)\\Time""], ""occurrence_count"": 452, ""table_count"": 117}",,,,targeted_reclaim,frequent_value_metadata_value
term_b27b977a1465c3a79406,Fatal,fatal,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,8,542,"{""metadata_value"": 542}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Severity (days lost)""], ""occurrence_count"": 542, ""table_count"": 8}",,,,targeted_reclaim,frequent_value_metadata_value
term_b606b8466e4da9b39512,Mar?Andiz - Sincan,mar?andiz - sincan,train_dev,metadata_value|occ_6_20|tables_2_5|no_title|no_header|value|single_role,2,6,"{""metadata_value"": 6}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Rail network segment (2005)"", ""Rail network segment (2010)""], ""occurrence_count"": 6, ""table_count"": 2}",,,,targeted_reclaim,frequent_value_metadata_value
term_b86daa64b4d6408441b1,Natural gas,natural gas,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,6,494,"{""metadata_value"": 494}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Motor energy"", ""Standard international energy product classification (SIEC)""], ""occurrence_count"": 494, ""table_count"": 6}",,,,targeted_reclaim,frequent_value_metadata_value
term_b8780dbbe0dc376a9926,Limestone,limestone,train_dev,metadata_value|occ_2_5|tables_2_5|no_title|no_header|value|single_role,2,2,"{""metadata_value"": 2}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Raw materials""], ""occurrence_count"": 2, ""table_count"": 2}",,,,targeted_reclaim,frequent_value_metadata_value
term_bc1331ecaa5b1e724f2f,Yenice - Ulukışla,yenice - ulukışla,train_dev,metadata_value|occ_2_5|tables_1|no_title|no_header|value|single_role,1,3,"{""metadata_value"": 3}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Rail network segment (2020)""], ""occurrence_count"": 3, ""table_count"": 1}",,,,targeted_reclaim,frequent_value_metadata_value
term_bc74750d74dd8d4c284d,"Tenant, rent at reduced price or free","tenant, rent at reduced price or free",train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,10,450,"{""metadata_value"": 450}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Tenure status""], ""occurrence_count"": 450, ""table_count"": 10}",,,,targeted_reclaim,frequent_value_metadata_value
term_c154c977018de6136085,Millions of passenger-kilometres,millions of passenger-kilometres,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,9,549,"{""metadata_value"": 549}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Unit of measure""], ""occurrence_count"": 549, ""table_count"": 9}",,,,targeted_reclaim,frequent_value_metadata_value
term_c5e5040790133f59ba7d,Million cubic metres,million cubic metres,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,8,528,"{""metadata_value"": 528}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Unit of measure""], ""occurrence_count"": 528, ""table_count"": 8}",,,,targeted_reclaim,frequent_value_metadata_value
term_cc035b4ca215f216948d,Researchers,researchers,train_dev,metadata_value|occ_21_plus|tables_2_5|no_title|no_header|value|single_role,3,434,"{""metadata_value"": 434}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Professional position""], ""occurrence_count"": 434, ""table_count"": 3}",,,,targeted_reclaim,frequent_value_metadata_value
term_ce05b62768628c1be942,Time spent (hh:mm),time spent (hh:mm),train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,9,446,"{""metadata_value"": 446}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Unit of measure""], ""occurrence_count"": 446, ""table_count"": 9}",,,,targeted_reclaim,frequent_value_metadata_value
term_d662fc316c6b05294c4b,Victim,victim,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,6,528,"{""metadata_value"": 528}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Legal status"", ""Victim - Yes/No""], ""occurrence_count"": 528, ""table_count"": 6}",,,,targeted_reclaim,frequent_value_metadata_value
term_d69dd177abb6f072fc0c,Debt securities,debt securities,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,10,623,"{""metadata_value"": 623}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""National accounts indicator (ESA 2010)""], ""occurrence_count"": 623, ""table_count"": 10}",,,,targeted_reclaim,frequent_value_metadata_value
term_e861a301d1dca302c918,Zero minutes,zero minutes,train_dev,metadata_value|occ_21_plus|tables_2_5|no_title|no_header|value|single_role,2,64,"{""metadata_value"": 64}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Duration""], ""occurrence_count"": 64, ""table_count"": 2}",,,,targeted_reclaim,frequent_value_metadata_value
term_e9be1af19b700e01ca8f,Livezeni - TÃ¢rgu Jiu,livezeni - tã¢rgu jiu,train_dev,metadata_value|occ_2_5|tables_1|no_title|no_header|value|single_role,1,2,"{""metadata_value"": 2}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Rail network segment (2020)""], ""occurrence_count"": 2, ""table_count"": 1}",,,,targeted_reclaim,frequent_value_metadata_value
term_f7d178dc56d7e83af001,Ninetieth percentile,ninetieth percentile,train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,7,622,"{""metadata_value"": 622}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Quantile""], ""occurrence_count"": 622, ""table_count"": 7}",,,,targeted_reclaim,frequent_value_metadata_value
term_fc7cfb218885c2074772,"Half-yearly, semesterly","half-yearly, semesterly",train_dev,metadata_value|occ_21_plus|tables_6_20|no_title|no_header|value|single_role,10,583,"{""metadata_value"": 583}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Time frequency""], ""occurrence_count"": 583, ""table_count"": 10}",,,,targeted_reclaim,frequent_value_metadata_value
term_fce22c648b9aaf237782,Cheshire West and Chester,cheshire west and chester,train_dev,metadata_value|occ_6_20|tables_6_20|no_title|no_header|value|single_role,6,6,"{""metadata_value"": 6}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Metropolitan regions\\Time""], ""occurrence_count"": 6, ""table_count"": 6}",,,,targeted_reclaim,frequent_value_metadata_value
term_ffc7bb0753c75dfca669,Gross earnings,gross earnings,train_dev,metadata_value|occ_21_plus|tables_2_5|no_title|no_header|value|single_role,2,430,"{""metadata_value"": 430}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""Structure of earnings indicator""], ""occurrence_count"": 430, ""table_count"": 2}",,,,targeted_reclaim,frequent_value_metadata_value
term_0f8050d47ee2761fdcd3,TLW,tlw,train_dev,metadata_value|occ_21_plus|tables_2_5|no_title|no_header|value|single_role,4,333,"{""metadata_value"": 333}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""unit""], ""occurrence_count"": 333, ""table_count"": 4}",,,,targeted_reclaim,short_code_conflict_noise
term_21ded980355b733dfaa8,rates by sex and,rates by sex and,train_dev,title_keyphrase|occ_2_5|tables_2_5|title|no_header|no_value|single_role,3,3,"{""title_keyphrase"": 3}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": false, ""has_title_evidence"": true, ""metadata_columns"": [], ""occurrence_count"": 3, ""table_count"": 3}",,,,targeted_reclaim,short_code_conflict_noise
term_29c95d6e3e254ddac2d1,V11411,v11411,train_dev,metadata_value|occ_21_plus|tables_1|no_title|no_header|value|single_role,1,375,"{""metadata_value"": 375}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""indic_sb""], ""occurrence_count"": 375, ""table_count"": 1}",,,,targeted_reclaim,short_code_conflict_noise
term_371e570dd2ff9ebe98c6,GE3,ge3,train_dev,metadata_value|occ_21_plus|tables_2_5|no_title|no_header|value|single_role,2,200,"{""metadata_value"": 200}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""n_activ"", ""n_child""], ""occurrence_count"": 200, ""table_count"": 2}",,,,targeted_reclaim,short_code_conflict_noise
term_38db3b80a696e25b2c86,V44140,v44140,train_dev,metadata_value|occ_21_plus|tables_2_5|no_title|no_header|value|single_role,2,226,"{""metadata_value"": 226}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": true, ""has_title_evidence"": false, ""metadata_columns"": [""indic_sb""], ""occurrence_count"": 226, ""table_count"": 2}",,,,targeted_reclaim,short_code_conflict_noise
term_3a5735f64ad915bf59f9,harvested green from arable land by area,harvested green from arable land by area,train_dev,title_keyphrase|occ_1|tables_1|title|no_header|no_value|single_role,1,1,"{""title_keyphrase"": 1}","{""has_header_evidence"": false, ""has_metadata_value_evidence"": false, ""has_title_evidence"": true, ""metadata_columns"": [], ""occurrence_count"": 1, ""table_count"": 1}",,,,targeted_reclaim,short_code_conflict_noise
