relation_id,source_term_id,source_term,target_term_id,target_term,relation_type,confidence,evidence_ids_json,evidence,generation_methods_json,run_id,is_valid_relation,correct_relation_type,gold_relation_type,false_positive_type,notes
relation_4366be66d0e2e0cdd762,term_f9712695721fec6734d3,Gross value added - NACE Rev. 2: J - volumes,term_d9fb3aeefcbd7e2f796a,Gross value added - NACE Rev. 2: K - volumes,related_to,0.919797,"[""occ_4cf3000868b21fd67867"", ""occ_fd2a7a5798c2ad8aab89""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.961498, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.777778}","[""embedding_similarity"", ""domains""]",run_6493b7a59d51e03c8179,,,,,
relation_0289221293c623b9c5d9,term_de1275695e85a9ad231b,Gross value added - NACE Rev. 2: - volumes,term_284c77bb50fa6394ff34,Gross value added - NACE Rev. 2: A - volumes,variant_of,0.910000,"[""occ_2152786c1a52ad99f16c"", ""occ_ace1b263291f020a0e8b""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.98934, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 1.0}","[""title_family"", ""lexical_variant""]",run_6493b7a59d51e03c8179,,,,,
relation_55b08b304469ec1c7d4b,term_523720a52ca07c570e36,Gross value added - NACE Rev. 2: - current prices,term_1b36ae99c8e59f36e985,Gross value added - NACE Rev. 2: A - current prices,variant_of,0.910000,"[""occ_c41bece5472e93e5d1a3"", ""occ_d69e2d77dd94b588d592""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.994237, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 1.0}","[""title_family"", ""lexical_variant""]",run_6493b7a59d51e03c8179,,,,,
relation_dc6d4d1ad4df6c8a8249,term_f9d50b4dda831c318c4f,Pupils from age 4 to the starting age of compulsory education at primary level by NUTS 2 region - % of the population of the corresponding age,term_0972dcd431ad96904bc3,"Pupils from age 4 to the starting age of compulsory education at primary level, by sex - as % of the population of the corresponding age group",related_to,0.909832,"[""occ_14fb743aae89af0c26db"", ""occ_31c692950aea2084d22e""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.953193, ""source_domain"": ""education"", ""target_domain"": ""education"", ""token_jaccard"": 0.666667}","[""embedding_similarity"", ""domains""]",run_6493b7a59d51e03c8179,,,,,
relation_3d179187307356f30b1c,term_b02ae624a643197bb062,Gross value added - NACE Rev. 2: B-E - volumes,term_05a5d4d4a9fe9df881fb,Gross value added - NACE Rev. 2: R-U - volumes,related_to,0.907317,"[""occ_483bc6c6d34e3adc003f"", ""occ_48f2767cd94062dcb64b""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.951098, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.636364}","[""embedding_similarity"", ""domains""]",run_6493b7a59d51e03c8179,,,,,
relation_0f89d944de4da7e09964,term_93fc17aa9b69df511486,Unemployment by sex - age group 25-74,term_a8ad46b0a7ab4a8761a8,Unemployment rate by sex - age group 25-74,broader_than,0.880000,"[""occ_3042694e0caba6d1b7cf"", ""occ_51f045acb6bbd3831d1b""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.983572, ""qualifier_tokens"": [""rate""], ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.857143}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_13cbdfb5da3a51225934,term_27403ee3a08ef6612373,"Employment, domestic concept",term_defff23a8f88d8548c58,"Employment, domestic concept - annual data",broader_than,0.880000,"[""occ_62004064f4061717212d"", ""occ_92d9dcb33fdc3d88e697"", ""occ_c5df37801dcfd14f0e3d""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.851556, ""qualifier_tokens"": [""annual"", ""data""], ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.6}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_188f0e923b5d05f7ccaf,term_6065d4f8545e2fd54fdf,Production in industry,term_84eeb94c45bbd41c0060,Production in industry - total (excluding construction),broader_than,0.880000,"[""occ_0582e216cc81ac6e091c"", ""occ_2505872b94f00d1af276"", ""occ_506e746539c1a033783c"", ""occ_7f7ffa392eaf1739875b"", ""occ_8eadad825fab8559cd7a"", ""occ_975959c70ce199866dd0"", ""occ_c2bde9cf91cd5f25b957"", ""occ_f2c47c6402789524b76f""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.84565, ""qualifier_tokens"": [""construction"", ""excluding"", ""total""], ""source_domain"": ""industry, trade, and services"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.4}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_3790d960998ffc635c70,term_98ccf44d2931bdcf2215,Employment rate,term_9672d50aacb8ed271606,Youth employment rate (age group 20-29),broader_than,0.880000,"[""occ_5a5b5fd9768eeddaaeba"", ""occ_fa48a9ad74281b1401a3""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.75389, ""qualifier_tokens"": [""20"", ""29"", ""age"", ""group"", ""youth""], ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.285714}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_4823af497ad822bcb40d,term_f25b3958d6da1017e631,Production in construction,term_84eeb94c45bbd41c0060,Production in industry - total (excluding construction),broader_than,0.880000,"[""occ_955dc221d744c8cd1885"", ""occ_c2bde9cf91cd5f25b957""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.808695, ""qualifier_tokens"": [""excluding"", ""industry"", ""total""], ""source_domain"": ""industry, trade, and services"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.4}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_51b5c628e9489a8b3900,term_e05002e50ec575d45b7d,Retail trade volume of sales,term_4aac2f9ebd7575071967,Retail trade volume of sales index (deflated turnover),broader_than,0.880000,"[""occ_19e2ff9e5cd76afe76ea"", ""occ_42f64b9b474bd6e5212f"", ""occ_6d71a9882ef01c3c9f21"", ""occ_e3af1515c826ed4d6b7d"", ""occ_f96a4365b38ceda887f0""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.868042, ""qualifier_tokens"": [""deflated"", ""index"", ""turnover""], ""source_domain"": ""industry, trade, and services"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.571429}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_5c89b75b0df55d089045,term_e05002e50ec575d45b7d,Retail trade volume of sales,term_3b7f7fbc9919a7ca04c3,Retail trade volume of sales - total,broader_than,0.880000,"[""occ_19e2ff9e5cd76afe76ea"", ""occ_42f64b9b474bd6e5212f"", ""occ_6d71a9882ef01c3c9f21"", ""occ_b80b9bd54049ac658bbd"", ""occ_e3af1515c826ed4d6b7d""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.938281, ""qualifier_tokens"": [""total""], ""source_domain"": ""industry, trade, and services"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.8}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_629b6e473128aefce8fa,term_e05002e50ec575d45b7d,Retail trade volume of sales,term_d6f5bc46e400e8956380,Retail trade volume of sales index (deflated turnover) - ENP-East countries,broader_than,0.880000,"[""occ_1064ff41c747a586c10d"", ""occ_19e2ff9e5cd76afe76ea"", ""occ_42f64b9b474bd6e5212f"", ""occ_6d71a9882ef01c3c9f21"", ""occ_e3af1515c826ed4d6b7d""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.805665, ""qualifier_tokens"": [""countries"", ""deflated"", ""east"", ""enp"", ""index"", ""turnover""], ""source_domain"": ""industry, trade, and services"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.4}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_63efc598497fcb5d6666,term_98ccf44d2931bdcf2215,Employment rate,term_a6ec76a4cb1ad6932069,Employment rate of non-EU nationals (age group 20-64),broader_than,0.880000,"[""occ_098946f8ab673c18044f"", ""occ_5a5b5fd9768eeddaaeba""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.712818, ""qualifier_tokens"": [""20"", ""64"", ""age"", ""eu"", ""group"", ""nationals"", ""non""], ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.222222}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_80b129f73d6057effc4d,term_055bfac06b09b11dc896,Young persons (aged 15-24) neither in employment nor in education and training,term_2e9ce14b15b7a574fa90,Young persons (aged 15-24) neither in employment nor in education and training - % of total population in private households in the same age group,broader_than,0.880000,"[""occ_6b026fade3849f021547"", ""occ_92ffd85d246d554af4fa""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.931172, ""qualifier_tokens"": [""age"", ""group"", ""households"", ""population"", ""private"", ""same"", ""total""], ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.588235}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_a0284c04a72c8a04ef3a,term_06310cc3ee57698adc4b,Long-term unemployment rates by sex - ENP-East countries,term_c396f89acaee68a2c8bf,Unemployment rates by sex and age - ENP-East countries,related_to,0.868594,"[""occ_dff3cfb52f7b30d32463"", ""occ_f022c8700deb875907bd""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.918828, ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.666667}","[""embedding_similarity"", ""domains""]",run_6493b7a59d51e03c8179,,,,,
relation_55d3aa76643e5af2341d,term_9f55fe8d95776762c3e3,Gross domestic product at market prices - ENP-East countries,term_930c45421b51de6645cd,Gross domestic product at market prices - ENP-South countries,related_to,0.865843,"[""occ_82fc6d35365e653cdabd"", ""occ_d1cef5211afe8298fdfe""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.916536, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.8}","[""embedding_similarity"", ""domains""]",run_6493b7a59d51e03c8179,,,,,
relation_56a14a64124d8a95a6b4,term_3300b84d8d1e1cbc3fa4,Gross domestic product at market prices by expenditure - ENP-East countries,term_dc071a8bc9f2763851ec,Gross domestic product at market prices by expenditure - ENP-South countries,related_to,0.862698,"[""occ_299b67cf97a97afb74f2"", ""occ_9b72a2919134950ae9ec""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.913915, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.818182}","[""embedding_similarity"", ""domains""]",run_6493b7a59d51e03c8179,,,,,
relation_e7c0a0da25d9b44cafb6,term_2e754403a3df9923c2b5,"Private sector credit flow: loans by sectors, non-consolidated - % of GDP",term_ad9dc9a5708b94af4fb0,"Private sector debt: debt securities by sectors, non-consolidated - % of GDP",related_to,0.862116,"[""occ_b3f29b73dff8a73a946d"", ""occ_e1c318376dc30978e928""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.91343, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.545455}","[""embedding_similarity"", ""domains""]",run_6493b7a59d51e03c8179,,,,,
relation_e7b237431da603975a76,term_5f2113363aa4f765d57e,Weights of producer prices of agricultural products - survey,term_0a75239384408607d20b,Weights of purchase prices of the means of agricultural production - survey,related_to,0.855766,"[""occ_81923bedec9efb493031"", ""occ_aff12920816e00e449c3""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.949805, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.444444}","[""embedding_similarity"", ""domains""]",run_6493b7a59d51e03c8179,,,,,
relation_5a53824077e25ef67c1b,term_930c45421b51de6645cd,Gross domestic product at market prices - ENP-South countries,term_3300b84d8d1e1cbc3fa4,Gross domestic product at market prices by expenditure - ENP-East countries,related_to,0.841055,"[""occ_299b67cf97a97afb74f2"", ""occ_d1cef5211afe8298fdfe""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.895879, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.727273}","[""embedding_similarity"", ""domains""]",run_6493b7a59d51e03c8179,,,,,
relation_68c3e21a472af5d191a2,term_2e754403a3df9923c2b5,"Private sector credit flow: loans by sectors, non-consolidated - % of GDP",term_e3cfbb83163ba40271ed,"Private sector debt: loans, by sectors, consolidated - % of GDP",related_to,0.835135,"[""occ_e1c318376dc30978e928"", ""occ_f0ea70263892ccd6821a""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.890945, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.6}","[""embedding_similarity"", ""domains""]",run_6493b7a59d51e03c8179,,,,,
relation_0f0ded64950b398c2514,term_d43e9eb1d7802e118e16,"Private sector debt: debt securities, by sectors, consolidated - % of GDP",term_9987e242ef89d7650d4c,"Private sector credit flow: debt securities by sectors, non-consolidated - % of GDP",broader_than,0.830000,"[""occ_f42f115a6660110b5257"", ""occ_f44520b6c678d4b2baa9""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.907404, ""qualifier_tokens"": [""credit"", ""flow"", ""non""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.7}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_31eda2500047e05c01ba,term_6740e82c105d11b93340,Unemployment rates by sex and age,term_3e78a36a740b5f059ecd,Unemployment rates by sex and age - ENP-South countries,broader_than,0.830000,"[""occ_0f5a23a6e83f9ace32d8"", ""occ_2ee9efbbdfb16480dcbb"", ""occ_d3617d3ba4e29ddbd663""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.919608, ""qualifier_tokens"": [""countries"", ""enp"", ""south""], ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.571429}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_42467b688b00b22a45e1,term_047c9239143df8136f91,Goods transported,term_7b36a7699313ac1e7386,Goods transported by type of consignment,broader_than,0.830000,"[""occ_3470a2531d6d4293a874"", ""occ_b2000a12ad6137d53015""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.909474, ""qualifier_tokens"": [""consignment"", ""type""], ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.5}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_46f388fe2db3e9aa4985,term_bd16ed3b50396db5bfb6,road freight transport in volume,term_35f091028bedc80f3304,Road traffic: road freight transport in volume,broader_than,0.830000,"[""occ_b3f53bc4ef662b2c04a3"", ""occ_efadf26bb54e7a35d0cb""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.971422, ""qualifier_tokens"": [""traffic""], ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.8}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_6c24c0ff6816b422d479,term_922fd757dd8e2ece5c17,Gender employment gap,term_34ee60daa9822653ce56,Regional disparities in gender employment gap (NUTS level 2),broader_than,0.830000,"[""occ_7ba817ef4ffe16d8b4bc"", ""occ_b67710f7bd2c8cf209f2""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.774838, ""qualifier_tokens"": [""2"", ""disparities"", ""level"", ""nuts"", ""regional""], ""source_domain"": ""cross-domain or other"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.375}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_716e006428c0a4aa9fed,term_047c9239143df8136f91,Goods transported,term_7abc3292942090afa980,Goods transported by rail,broader_than,0.830000,"[""occ_99fe970fa19897c2756d"", ""occ_b2000a12ad6137d53015""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.911266, ""qualifier_tokens"": [""rail""], ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.666667}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_81f595c062611d0ad748,term_aeaee419e62acf4048d5,Meat production,term_e10167245fc767be14f4,Meat (total production),broader_than,0.830000,"[""occ_9b797ca52e018daf2d36"", ""occ_9d746a1f685e7e36c911"", ""occ_c422f466db80ab0719ac""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.900286, ""qualifier_tokens"": [""total""], ""source_domain"": ""cross-domain or other"", ""target_domain"": ""agriculture, forestry, and fisheries"", ""token_jaccard"": 0.666667}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_8227d02008bdd862054e,term_83f4130ed4f379e5ebf9,Goods transport by road,term_735f5b874e0e33937a24,Unitisation in road freight transport - tonne-kilometre for gross weight of goods,broader_than,0.830000,"[""occ_1c6422094d8f3fe633ee"", ""occ_d7ba521ad1779e1bc7a3""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.775977, ""qualifier_tokens"": [""freight"", ""gross"", ""kilometre"", ""tonne"", ""unitisation"", ""weight""], ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.333333}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_8cc78f40de65eaeda733,term_047c9239143df8136f91,Goods transported,term_027275b4917a775d06d1,Country level - gross weight of goods transported to/from main ports,broader_than,0.830000,"[""occ_3fef920e4b4c6091f442"", ""occ_b2000a12ad6137d53015""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.735724, ""qualifier_tokens"": [""country"", ""from"", ""gross"", ""level"", ""main"", ""ports"", ""weight""], ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.222222}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_aa1ad87624c1c4b4e7d4,term_20521c72e6cabba7e964,"House price index, deflated",term_4d5be5b88085385db32d,"House price index, deflated - annual data",broader_than,0.830000,"[""occ_3f4920f08d71d78ce92d"", ""occ_47b61ef2ebae4ecb6ccd"", ""occ_eded6b61ff20cd050ffb""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.89372, ""qualifier_tokens"": [""annual"", ""data""], ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.666667}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_b0dc89f1807da107a512,term_047c9239143df8136f91,Goods transported,term_57558496f0fd3ea26847,Goods transported by rail - ENP-East countries,broader_than,0.830000,"[""occ_772e9192ed6de46b2c2b"", ""occ_b2000a12ad6137d53015""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.839525, ""qualifier_tokens"": [""countries"", ""east"", ""enp"", ""rail""], ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.333333}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_cfec306c835a44cecb52,term_ad9dc9a5708b94af4fb0,"Private sector debt: debt securities by sectors, non-consolidated - % of GDP",term_9987e242ef89d7650d4c,"Private sector credit flow: debt securities by sectors, non-consolidated - % of GDP",broader_than,0.830000,"[""occ_b3f29b73dff8a73a946d"", ""occ_f42f115a6660110b5257""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.963392, ""qualifier_tokens"": [""credit"", ""flow""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.8}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
relation_d3f443d76ebeb45cb0ee,term_de1275695e85a9ad231b,Gross value added - NACE Rev. 2: - volumes,term_8d79218e8970c663f49b,Gross value added - NACE Rev. 2: L - volumes,broader_than,0.830000,"[""occ_2152786c1a52ad99f16c"", ""occ_328b6228bc8a75e8b4b9""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.979095, ""qualifier_tokens"": [""l""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.875}","[""lexical_containment"", ""qualifier_patterns""]",run_6493b7a59d51e03c8179,,,,,
