term_id,term,baseline_cluster_id,method,evidence
term_766fd9b0b8551f7a0059,Additional indicators,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_28537334be6786e5aad6,Adjusted gross disposable income of households per capita in PPS,cluster_64461295bff6,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_fecd3f8e4c2245ae4fd6,Adult participation in learning by sex,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a9de94cae9218e50d61e,Age at which the person first received an old-age pension,cluster_c33cec3614f9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2ca597d6e0a8b3ffc00e,aged 15-24,cluster_dafe152a1479,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_34d9b8f6d377416f1704,aged 16-74,cluster_29f104edcb7b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_582f24c1faf1a41fa181,aged 18-24,cluster_dafe152a1479,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_02871a4901c6034352a8,aged 20-24,cluster_dafe152a1479,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e42f354dfbda797ba8e3,aged 20-64,cluster_dafe152a1479,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_10d59761023be38b8850,aged 25 and over,cluster_dafe152a1479,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e31633cd3a720ad25cb6,aged 30-34,cluster_f7e741558ca2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3b8e500f20f36afa9c7a,Aggregate propensity to consume by activity status of the reference person,cluster_32528f9d8077,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3e69ae651db583624d1b,Aggregate propensity to consume by activity status of the reference person - experimental statistics,cluster_32528f9d8077,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6e6df122f6e934424fbb,Aggregate propensity to consume by degree of urbanisation,cluster_32528f9d8077,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c5b6d6213a3f115d6a9f,Aggregate propensity to consume by degree of urbanisation - experimental statistics,cluster_32528f9d8077,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4ee1b5aed0491a1293ae,Aggregate propensity to consume by household type,cluster_32528f9d8077,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1b8a9e7e2d011c43ca72,Aggregate propensity to consume by household type - experimental statistics,cluster_32528f9d8077,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a8771db3c5fdeaea7553,Aggregate propensity to consume by income quintile,cluster_32528f9d8077,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_dd253336ca9a867f3b27,Aggregate propensity to consume by income quintile - experimental statistics,cluster_32528f9d8077,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_49b35e242f34c712bca5,Aggregate replacement ratio,cluster_509edf112b87,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d159d1d70a676d86fe50,Agricultural holdings by age of holder,cluster_03e30cdafd58,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0d7a0d04c0ce32966ea7,Agricultural holdings by agricultural area,cluster_03e30cdafd58,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f2c0c07a0e4bc0b204b8,Agricultural holdings by economic size of the farm (Standard Output in Euro),cluster_03e30cdafd58,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6cc6165729f5e7f40aea,Agricultural land prices by region,cluster_03e30cdafd58,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0e0b3810707546d985d4,Agricultural land prices by region - historical data,cluster_03e30cdafd58,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6f2b02206af9e587fed1,Agricultural land renting prices for one year by region,cluster_03e30cdafd58,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e422348de0704bae21cd,Agricultural land renting prices for one year by region - historical data,cluster_03e30cdafd58,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_91ab15d8f699b278f32c,Agricultural real factor income per annual work unit (AWU),cluster_03e30cdafd58,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_fabbf309b5c9703c961b,Air emissions intensity of manufacturing,cluster_d2763383b5ab,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0b8b296439cb337c826f,Air emissions per sector and per gas,cluster_d2763383b5ab,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0b214cfd73ab25abb7b2,Air passenger transport,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d2e804e762d250d07c7c,Air passenger transport - ENP-South countries,cluster_e589a82e3795,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_01ceb5bfb9f76fe220a1,Air pollutants,cluster_d2763383b5ab,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_42177d50c64f623cdb2e,Air pollutants - ENP-South countries,cluster_e589a82e3795,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7dcf76b37479e12f0002,Air transport equipment,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_45c3f1dcec8bf74b3b4e,Air transport equipment: number of aircrafts,cluster_50c5fad23ebe,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_34fd33d58a573e6288b3,Air transport infrastructure,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c9079f249b58f620e9c3,Air transport infrastructure: airports,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6a711696e7225f1e4d10,Air transport infrastructure: length of paved runways,cluster_15c8a09ae6f9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a0016567b77ecdefeda9,Air transport of freight by NUTS 2 region,cluster_4b3de1fb46bb,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1051834513fa48bf6daa,Air transport of goods by country (yearly data),cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b13910a22b73184ff80d,Air transport of passengers by NUTS 2 region,cluster_4b3de1fb46bb,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b847033074daa0b60a7d,Air transport traffic,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_54d9b1f4afa97eb30220,Air transport traffic: freight and passengers,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_50eb0e42cf2464964ee5,Air transport traffic: number of aircraft movements,cluster_50c5fad23ebe,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a52cc10a56ea0e78039e,alcohol and tobacco,cluster_291a8ffad33e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3803c95b9947ba6223e1,all items excluding energy,cluster_8cbdd0602d88,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5698354106cbe74e4d8e,all items excluding energy and seasonal food,cluster_8cbdd0602d88,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_560f12dfd8e3ad534a31,all items excluding energy and unprocessed food,cluster_8cbdd0602d88,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_919161fc0ea6f7d167cf,"all items excluding energy, food, alcohol and tobacco",cluster_8cbdd0602d88,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3afa3e33bc2cf13f6983,all items excluding tobacco,cluster_8cbdd0602d88,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e7a61b07373085649f64,All valid permits by reason on 31 December of each year,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a1d39b0f58f58885ef03,Ammonia emissions from agriculture - % of total emissions,cluster_d2763383b5ab,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_feeae59fed81b26edebb,Animal output,cluster_f1d5bb969e5f,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_26408b77200929d0bb01,Animal output - basic and producer prices,cluster_021a934ea779,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_558f4a8e9de234d081fa,Annual aquaculture production,cluster_f1d5bb969e5f,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_de9b03884237b6ceb33d,Annual aquaculture production - live weight in tonnes,cluster_f1d5bb969e5f,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_bb7a0f845ad17bd3215c,annual average indices,cluster_4ad4cace8f43,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_341a9ebda75b91944a33,annual averages,cluster_4ad4cace8f43,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2b56b911965ec45abd9f,Annual captures of fish,cluster_9ad8e70f0958,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_29f19de7cd079bdd4bd8,Annual captures of fish - live weight in tonnes - by fishing areas,cluster_9ad8e70f0958,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_08daf5eebc86334e6fe1,"annual data, % of GDP",cluster_4ad4cace8f43,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e012724b204aae25aa07,"Annual earnings by economic control (enterprises with 10 employed persons or more) - NACE Rev. 1.1, C-O excluding L",cluster_9f754bbcabe2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ee434dbf13471413f354,"Annual earnings by quantiles and contractual working time (enterprises with 10 employed persons or more) - NACE Rev. 1.1, C-O excluding L",cluster_9f754bbcabe2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_829f1b3991a76eed59c6,Annual freshwater abstraction by source,cluster_c7c1d69c4acd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6e1776b5ebfea29c4600,Annual freshwater abstraction by source - ENP-South countries,cluster_c7c1d69c4acd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_fbbc91e806db4f982f57,Annual net earnings of a full-time single worker without children earning an average wage,cluster_9f754bbcabe2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e327dc97a9636e3ea46d,Annual production and utilisation of milk on the farm,cluster_f1d5bb969e5f,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2bd205f355d558cc6a00,Annual work units in forestry and logging,cluster_517108bf50cc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d3da241238cf6237aaf4,Apparent cost of general government gross debt,cluster_a2e4cd40e034,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7d36ed3d9e01a5740fff,Applicants having benefited from material reception conditions at the end of the reference year,cluster_198632746c10,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_df1e5c7ae546edb87aaf,Applicants having benefited from material reception conditions at the end of the reference year - annual data,cluster_198632746c10,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c8cbf667c7ff9a10e81f,Aquaculture production by aquatic environment,cluster_f1d5bb969e5f,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_99a7a01d09d96b6d97c9,Aquaculture production by aquatic environment - ENP-South countries,cluster_f1d5bb969e5f,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7789a973297e4d885e32,Aquaculture production in tonnes and value,cluster_f1d5bb969e5f,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0bd132f1a552c79780a1,Area at risk of severe soil erosion by water,cluster_b1e84f16286c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8c3f2d025d1c81cd781b,Area by age classes (area in ha),cluster_3f17b5ffbcea,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1bf86aac38139b1fff4d,Area by density classes (area in ha),cluster_3f17b5ffbcea,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_297886af3b8d4a165080,Area of wooded land,cluster_52d12036582f,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_bafca4ee190a284e3411,Area under organic farming,cluster_100401722785,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_09cbb13a2a4c4e51bbf2,"Arrears (mortgage or rent, utility bills or hire purchase) by NUTS 2 region",cluster_4b3de1fb46bb,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1ea0302f0e6ecab11f29,Arrears on non-housing bills by income quintile,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_db123d9d31fbd491b9d0,Arrears on non-housing bills by risk of poverty threshold,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6c84974c395222350650,Arrivals at tourism accommodation establishments by type of accommodation,cluster_999025c3d872,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_cfd478b4142d6a8e2b26,Arrivals at tourism accommodation establishments by type of accommodation - ENP-South countries,cluster_999025c3d872,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d47af68e6b8422723bb9,Arrivals by type of accommodation,cluster_999025c3d872,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3b4e71eea5c58502129e,Arrivals of non-residents at hotels and similar accomodation establishments,cluster_999025c3d872,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_27b3e473bd2e9a3eabf2,Arrivals of non-residents at hotels and similar accomodation establishments - ENP-East countries,cluster_999025c3d872,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ed051ad1a3372480a74e,Arrivals of tourists at the,cluster_999025c3d872,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7c95e5795019af594af4,Arrivals of tourists at the - ENP-South countries,cluster_999025c3d872,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a27b51175fd033b8cca4,"as % of all teachers, by education level",cluster_23acc643074a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f562209adf44b800cb23,as % of the population of the corresponding age,cluster_33ddf438eacf,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a66e5a24f4ba2094a4f6,as % of the population of the corresponding age group,cluster_33ddf438eacf,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e1eb350cc06d0a62981f,as % of the total population of post-compulsory school age,cluster_f7e741558ca2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7c168de392caf7078752,as % of total active population,cluster_33ddf438eacf,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e1602b3139cef5deb9f9,as % of total or current expenditure,cluster_33ddf438eacf,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_70fbc6c91624609e107f,as % of total public expenditure,cluster_33ddf438eacf,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a5a39d876465c740f88f,"as % of total school-management personnel, by education level",cluster_23acc643074a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ee1aa97e38c76a2b7cd6,Asylum applicants by type - annual aggregated data,cluster_41c8cbcb6fe5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_913d9caf39bde1df5232,Asylum applicants by type - monthly data,cluster_41c8cbcb6fe5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_fca29aff682e9c82f3e6,Asylum applicants considered to be unaccompanied minors,cluster_41c8cbcb6fe5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2fcc6f26a7c9749e4c2f,Asylum applicants considered to be unaccompanied minors - annual data,cluster_41c8cbcb6fe5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4bed0d9443f2816d80e0,Asylum applications by state of procedure,cluster_41c8cbcb6fe5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9c37491fe4a9bdc6cd6e,Asylum decisions at final instance by type of decision,cluster_41c8cbcb6fe5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d23eba434a56a031f8f4,Asylum decisions at final instance by type of decision - % of total decisions at final instance,cluster_41c8cbcb6fe5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6a0a8d2bb96a8a131c33,Asylum decisions at first instance by type of decision,cluster_41c8cbcb6fe5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a7ffcf69245a0eca1edb,Asylum decisions at first instance by type of decision - % of total decisions at first instance - annual data,cluster_41c8cbcb6fe5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0f7db16fa7f187667b1c,at least 1%,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_befdc3089f1c0821b43b,At risk of poverty or social exclusion rate for elderly (65+),cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b24eebc0b3af6b6b4aa0,At risk-of-poverty rate for the population living in (quasi-)jobless households,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f65f33a6c63ce4b5772f,At-risk of poverty rate of unemployed persons,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5df1b1944da61d2a51da,At-risk-of poverty rate,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_aecb492ff206f32a2040,At-risk-of poverty rate by household type,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_12db862d259b160b6976,At-risk-of poverty rate by household type - EU-SILC survey,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_730b9727a8f23b05608e,At-risk-of poverty rate by tenure status,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1e72b960b7913a0af9d7,At-risk-of poverty rate by tenure status - EU-SILC survey,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d9b92fb86bc9f650bd91,At-risk-of poverty rate for children (aged less than 18) by sex,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6344e0456def1c9ee015,At-risk-of poverty rate for children by citizenship of their parents (population aged 0 to 17),cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_213859f5d72fd3eaad3d,At-risk-of poverty rate for children by country of birth of their parents (population aged 0 to 17),cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3d860172f7dc48c5a7fa,At-risk-of-poverty rate after deducting housing costs by degree of urbanisation,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7394e560166373a16f39,At-risk-of-poverty rate after social transfers by sex,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6bf78736e71063df83f0,At-risk-of-poverty rate anchored at a fixed moment in time by age group,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f92272391ebef0b80d3f,At-risk-of-poverty rate anchored at a fixed moment in time by age group - EU-SILC survey,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2d6e5f987c567b60a2f0,At-risk-of-poverty rate anchored at a fixed moment in time by sex,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_14263a6606440a5870c9,At-risk-of-poverty rate anchored at a fixed moment in time by sex - EU-SILC survey,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2ed9558f06d9665c6993,At-risk-of-poverty rate before social transfers by sex,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c3edc8c63bc12024e2d2,At-risk-of-poverty rate before social transfers by sex - EU-SILC survey,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9e71548747ea51c667ab,At-risk-of-poverty rate by sex,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2d59752c518dd05c59bc,At-risk-of-poverty rate for pensioners,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_cd512e853fe50d52b0e9,At-risk-of-poverty rate for pensioners - EU-SILC survey,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c58ed4b98d2960a0ce21,At-risk-of-poverty rate of elderly people by tenure status,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5d15f86820abe8101fbe,At-risk-of-poverty rate of elderly people by tenure status - EU-SILC survey,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e8fdc8bab4dad9b7651a,At-risk-of-poverty rate of older people by sex,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_941c1a5e68777f1c1920,At-risk-of-poverty rate of older people by sex - EU-SILC survey,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_98767a43e183820a3ee9,At-risk-of-poverty threshold,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b11636e4d0b2ced9591a,At-risk-of-poverty threshold - EU-SILC survey,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_62e6a5eabc4bb535a7bd,At-risk-of-poverty threshold for a single household,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_434d445881139e9d2acc,Autonomous pension funds - number of enterprises by size class of investments,cluster_db861fb1a59f,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9f3450173e9d50c2f532,Autonomous pension funds - number of enterprises by size class of members,cluster_db861fb1a59f,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_17c15ec44880024d2e18,Autonomous pension funds - total investments by currencies,cluster_db861fb1a59f,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a342aeca02ad51c56be9,Available beds in hospitals by NUTS 2 region,cluster_4b3de1fb46bb,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_dda950a48550a2140b49,Average age at which employed persons started receiving a retirement pension,cluster_c33cec3614f9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_365fd19d93c9fed927cc,Average age at which employed persons started receiving a retirement pension - by sex and main financial incentive to stay at work,cluster_c33cec3614f9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6ad01021db986f48e233,Average CO2 emissions per km from new passenger cars,cluster_d2763383b5ab,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
