relation_id,source_term_id,source_term,target_term_id,target_term,relation_type,confidence,evidence_ids_json,evidence,generation_methods_json,run_id
relation_26829db6921136ac4b6c,term_21acbc3991aad168be3f,"Cereals for the production of grain (including seed) by area, production and humidity",term_793c46c555df1c2cc3be,"Rye and winter cereal mixtures by area, production and humidity",related_to,0.791379,"[""occ_7cf488b8aaf104f3eb92"", ""occ_f49ff15384280ce512c2""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.854482, ""source_domain"": ""agriculture, forestry, and fisheries"", ""target_domain"": ""agriculture, forestry, and fisheries"", ""token_jaccard"": 0.272727}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_e8b04303ce52d9744943,term_120e767f33d49114efb9,Gross value added - NACE Rev. 2: J - current prices,term_d9fb3aeefcbd7e2f796a,Gross value added - NACE Rev. 2: K - volumes,related_to,0.791236,"[""occ_4cf3000868b21fd67867"", ""occ_f900942e94cef6d0f0fb""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.854363, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.545455}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_73e2cb117f051a7fcf6f,term_956ee1e95cb224363643,"Death due to AIDS (HIV-disease), by sex",term_eeb6980f51c7d56fc3f4,"Death due to diabetes mellitus, by sex",related_to,0.791158,"[""occ_1bf706b8e262945477f4"", ""occ_2fa48a96c06a0148bca6""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.895965, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.375}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_2c49ccbf5ab02754d482,term_795d9ad98feaa090e492,Employment and employment rates (aged 20-64) by sex - ENP-East countries,term_a6ec76a4cb1ad6932069,Employment rate of non-EU nationals (age group 20-64),related_to,0.791109,"[""occ_098946f8ab673c18044f"", ""occ_8bf2b04420367c1ebae4""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.854257, ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.2}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_d428d168de85b9415b71,term_4a7ca24e09ef4e55de2f,Gross value added - NACE Rev. 2: G-I - volumes,term_6b43fbddf11cc0d86ec7,Gross value added - NACE Rev. 2: M_N - current prices,related_to,0.791075,"[""occ_10d3dc4422b74418a121"", ""occ_d206a9b91c5018cccb87""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.854229, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.461538}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_19d42f01f103b65c0346,term_28537334be6786e5aad6,Adjusted gross disposable income of households per capita in PPS,term_80b5ab22dea335cf3afa,Disparities in adjusted gross disposable income of households per capita,related_to,0.791044,"[""occ_1a6233a9125c80f3b5de"", ""occ_6881f8db1e6783273eaa""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.89587, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.777778}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_85d9a98a310871938014,term_6f657ad56da603744e65,Goods road transport enterprises by number of vehicles,term_7beb7e648657fdf85a26,waterway transport enterprises by number of vessels,related_to,0.790986,"[""occ_492f0925d2895c749f48"", ""occ_8c534e23485cb79f2528""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.854155, ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.375}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_3b90e4ea39b0b2d888c4,term_4a7ca24e09ef4e55de2f,Gross value added - NACE Rev. 2: G-I - volumes,term_7f231a9b7cbedf86f343,Gross value added - NACE Rev. 2: L - current prices,related_to,0.790963,"[""occ_10d3dc4422b74418a121"", ""occ_e20f0480fcbf2465054c""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.854136, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.5}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_b6dd3b442d0076612125,term_ce2cdc7f7b3486cc640f,Gross value added - NACE Rev. 2: G-I - current prices,term_d9fb3aeefcbd7e2f796a,Gross value added - NACE Rev. 2: K - volumes,related_to,0.790909,"[""occ_4cf3000868b21fd67867"", ""occ_b7f70c260fb0f39b9c30""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.854091, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.5}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_a6762ea6fa64519bfa95,term_fa38f209e4b8c386f58c,Unitisation in maritime freight transport,term_c7b4b6d9a065c9bf8846,Unitisation in the different modes of transport,related_to,0.790621,"[""occ_30520a272a2ff51c6a48"", ""occ_3e6cc529e62c69994ade""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.85385, ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.333333}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_49323c15cedc433a8d75,term_de1275695e85a9ad231b,Gross value added - NACE Rev. 2: - volumes,term_45e5d4ea6d3cfabd1255,Gross value added - NACE Rev. 2: O-Q - current prices,related_to,0.790357,"[""occ_2152786c1a52ad99f16c"", ""occ_cb457eebbd911c693afe""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.853631, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.545455}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_9ac01daf42c4fd01d167,term_c2d0179c7cd68ff9bdc4,Domestic producer prices - consumer durables,term_fe4e2ce249094bf3ed20,Domestic producer prices - intermediate goods,related_to,0.790241,"[""occ_b7ef5732dfb9b28b6353"", ""occ_f9b86e812ceb9c753290""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.853534, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.428571}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_7a6bb418adda3fefe0b4,term_de1275695e85a9ad231b,Gross value added - NACE Rev. 2: - volumes,term_132a92984b672ddddfbe,Gross value added - NACE Rev. 2: K - current prices,related_to,0.790238,"[""occ_2152786c1a52ad99f16c"", ""occ_23cf0d95ea62d6c76f56""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.853532, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.6}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_0b384104b6eeb88fe773,term_ba47358bfc54de8095aa,Retail trade volume of sales - automotive fuel,term_3b7f7fbc9919a7ca04c3,Retail trade volume of sales - total,related_to,0.789513,"[""occ_b80b9bd54049ac658bbd"", ""occ_bb7bf99b72aba6b63238""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.852928, ""source_domain"": ""industry, trade, and services"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.571429}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_828de233034003d7f439,term_956ee1e95cb224363643,"Death due to AIDS (HIV-disease), by sex",term_16db44a8101ea3aaa4f2,"Death due to pneumonia, by sex",related_to,0.789470,"[""occ_2fa48a96c06a0148bca6"", ""occ_a3f1faa45612dfd7a962""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.894558, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.428571}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_716108e86b57ce86df92,term_7b14b367f153f0478857,Gross value added by industry,term_07eb873c84a3b89ea386,Gross value added in environmental goods and services sector,related_to,0.789163,"[""occ_4bb11a988269112dba60"", ""occ_679f4cc07a9cd90d3e9a"", ""occ_abc0dbd4f982a0486c3d""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.894303, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.375}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_bede5d2a229eeafae06a,term_6292bbab930d004a75ac,Regional disparities in long-term unemployment rates (NUTS level 2),term_d72c23437b51f7d6c80e,Regional disparities in the rate of young people neither in employment nor in education and training (NEET) (NUTS level 2),related_to,0.789144,"[""occ_0fbf4c727b883348bbd0"", ""occ_2f4c6bc7af455715e3a2""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.85262, ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.277778}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_9dad41db8920f6d35380,term_d4ee21213e40c0f9e7c5,Passenger road transport,term_bac0c3c9920f444b2b53,Road freight transport,related_to,0.788878,"[""occ_74ec1a5ae1a93cd9e8d4"", ""occ_7b635c2ff64f3f40f26a"", ""occ_8bfadbdd4c01bd5b383e""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.852398, ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.5}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_aafc43432c162c416a8f,term_4a7ca24e09ef4e55de2f,Gross value added - NACE Rev. 2: G-I - volumes,term_120e767f33d49114efb9,Gross value added - NACE Rev. 2: J - current prices,related_to,0.788711,"[""occ_10d3dc4422b74418a121"", ""occ_f900942e94cef6d0f0fb""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.852259, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.5}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_d5fbd6ddd6c55c2a97ba,term_a59522b13eee62d49daf,Pupils from age 3 to the starting age of compulsory education at primary level by NUTS 2 region - % of the population of the corresponding age,term_15bfeaad968154afb48f,Pupils under the age of 3 by sex - as % of the population of the corresponding age,related_to,0.788630,"[""occ_2cf706e76baba38cb61a"", ""occ_3c4f2aa8a0bb379ceed9""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.852191, ""source_domain"": ""education"", ""target_domain"": ""education"", ""token_jaccard"": 0.277778}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_0da26ce5cdcf034789a1,term_101e60ee5f0f430737e5,"Death due to accidents, by sex",term_d2dca023ba00e51db540,"Death due to homicide, assault, by sex",related_to,0.788531,"[""occ_4e8ae24d7d6afd53d294"", ""occ_797896c8eebb2b579b42""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.893776, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.5}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_b0c24d0d9c26c7c7f557,term_f05dc66b43a245fd67c2,gross weight of goods transported to/from main ports,term_e6cd08c5e530a7d55c17,Gross weight of liquid bulk goods transported in short sea shipping from/to the top 5 EU ports for liquid bulk goods,related_to,0.788475,"[""occ_3c8c1b4a5f92883b3fa2"", ""occ_7cba52314f2e8ba1ebc1""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.852063, ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.4}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_17837e793f76f5bddbfe,term_a0016567b77ecdefeda9,Air transport of freight by NUTS 2 region,term_0ecae0b5473fbb8ae729,Maritime transport of passengers by NUTS 2 region,related_to,0.788244,"[""occ_4b18c857edf585bd0b1c"", ""occ_69dcc20f1760698f4a3f""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.893537, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.5}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_db4579563cfc75dfcbdf,term_3456ee1ef3a4b5d3e160,"Causes of death, by sex",term_5849d9c0db41e7b9acb9,"Death due to transport accidents, by sex",related_to,0.788193,"[""occ_2a6383bffb6dee3b9f42"", ""occ_3ff29694c6226a08e636""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.893495, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.333333}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_9222dbb571d2a78fc629,term_f6876eaedf46f3589cd0,Life expectancy at birth by sex - ENP-South countries,term_3e78a36a740b5f059ecd,Unemployment rates by sex and age - ENP-South countries,related_to,0.788041,"[""occ_0f5a23a6e83f9ace32d8"", ""occ_9789d2061afb4e432e43""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.851701, ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.363636}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_b2e81236012ddb893a0b,term_2e754403a3df9923c2b5,"Private sector credit flow: loans by sectors, non-consolidated - % of GDP",term_d43e9eb1d7802e118e16,"Private sector debt: debt securities, by sectors, consolidated - % of GDP",related_to,0.787920,"[""occ_e1c318376dc30978e928"", ""occ_f44520b6c678d4b2baa9""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.8516, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.454545}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_e8f5bc244b7c6ddabb92,term_1529764711dbbdad5438,Unemployment by sex - age group 15-24,term_b729ad875ff9c728f329,Youth unemployment rate by sex,related_to,0.787642,"[""occ_9179aa7b1d6fc90898c6"", ""occ_cc7e5ec2cc25785a7016""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.851368, ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.25}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_7c5376e73f6db998fd8d,term_d9fb3aeefcbd7e2f796a,Gross value added - NACE Rev. 2: K - volumes,term_45e5d4ea6d3cfabd1255,Gross value added - NACE Rev. 2: O-Q - current prices,related_to,0.787556,"[""occ_4cf3000868b21fd67867"", ""occ_cb457eebbd911c693afe""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.851297, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.5}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_03dbb850bc4b98805b56,term_101e60ee5f0f430737e5,"Death due to accidents, by sex",term_00b72c6e5deff8c38d7c,"Death due to diseases of the nervous system, by sex",related_to,0.787417,"[""occ_45ebf642021871edc490"", ""occ_4e8ae24d7d6afd53d294""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.892847, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.428571}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_ce5e085ebb5c228e8db6,term_94b6765642dac6f6949f,"Death due to cancer, by sex",term_00b72c6e5deff8c38d7c,"Death due to diseases of the nervous system, by sex",related_to,0.787262,"[""occ_45ebf642021871edc490"", ""occ_7d90efc98110b2b7868e""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.892718, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.428571}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_ed5996fa80c03017e356,term_658d47fb6d3c1b8c88df,"Share of total population having neither a bath, nor a shower in their dwelling - EU-SILC survey",term_452027397b2cdcf36d77,Share of total population not having indoor flushing toilet for the sole use of their household - EU-SILC survey,related_to,0.787122,"[""occ_1ff8b89e16133698a05a"", ""occ_ef73d90f99f4ed008d0a""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.892602, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.4}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_53a0978cb2e73592d14c,term_956ee1e95cb224363643,"Death due to AIDS (HIV-disease), by sex",term_00b72c6e5deff8c38d7c,"Death due to diseases of the nervous system, by sex",related_to,0.786888,"[""occ_2fa48a96c06a0148bca6"", ""occ_45ebf642021871edc490""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.892407, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.333333}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_c49de63a3e32a5a4179c,term_5574a85a609e8966b428,Consumer price index - ENP-East countries,term_9f55fe8d95776762c3e3,Gross domestic product at market prices - ENP-East countries,related_to,0.786878,"[""occ_428205c5457712de4396"", ""occ_82fc6d35365e653cdabd""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.850731, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.25}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_969d9696cb492fe1bf28,term_06310cc3ee57698adc4b,Long-term unemployment rates by sex - ENP-East countries,term_6740e82c105d11b93340,Unemployment rates by sex and age,related_to,0.786342,"[""occ_2ee9efbbdfb16480dcbb"", ""occ_d3617d3ba4e29ddbd663"", ""occ_f022c8700deb875907bd""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.850285, ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.333333}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_cdeb9ce7463f39d29752,term_6a33f33bcda42090451b,Employment and employment rates (aged 20-64) by sex,term_27a95e3ef428412228a6,Employment rates (aged 15-64) by sex - ENP-South countries,related_to,0.786216,"[""occ_2c71d5da53fb0de31239"", ""occ_65619d8c6db62d7f0765""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.85018, ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.5}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_a7eebd32a7782f059981,term_99b168fc5730e52ce37d,Population (aged 25 and over) by sex and educational attainment level,term_7a27f1dacce2f021d0c4,Unemployment rates (persons aged 25-64) by educational attainment level,related_to,0.785974,"[""occ_235ba5b5b8faeb8b99bb"", ""occ_d7eb841ef0daabf291d5""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.849978, ""source_domain"": ""education"", ""target_domain"": ""education"", ""token_jaccard"": 0.416667}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_766de07a3c81f1839309,term_3456ee1ef3a4b5d3e160,"Causes of death, by sex",term_eeb6980f51c7d56fc3f4,"Death due to diabetes mellitus, by sex",related_to,0.785555,"[""occ_1bf706b8e262945477f4"", ""occ_2a6383bffb6dee3b9f42""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.891296, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.333333}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_cc97f50d7949e7d8f213,term_cd7a39a0bc9ab7d16394,"Private sector credit flow: loans by sectors, consolidated - % of GDP",term_ad9dc9a5708b94af4fb0,"Private sector debt: debt securities by sectors, non-consolidated - % of GDP",related_to,0.785340,"[""occ_916511ca0bf7e3f36c77"", ""occ_b3f29b73dff8a73a946d""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.84945, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.454545}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_9d75d5d6feaf44860e1f,term_917e54b71e6c2b9e56cf,"Death due to chronic liver disease, by sex",term_00b72c6e5deff8c38d7c,"Death due to diseases of the nervous system, by sex",related_to,0.785147,"[""occ_18c82ed334acc32f4c3d"", ""occ_45ebf642021871edc490""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.890956, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.333333}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_3079072f5ce2bef940d4,term_5cb1785dd3f1be3b9d22,"Non-financial corporations debt, consolidated - % of GDP",term_5842369333bd62a04195,"Private sector debt, consolidated - % of GDP",related_to,0.785012,"[""occ_91c60b45605191127e95"", ""occ_ed7db5c44deced00ecf3""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.849176, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.375}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_746a2daea2d59afa9824,term_5cb1785dd3f1be3b9d22,"Non-financial corporations debt, consolidated - % of GDP",term_2e754403a3df9923c2b5,"Private sector credit flow: loans by sectors, non-consolidated - % of GDP",related_to,0.784845,"[""occ_91c60b45605191127e95"", ""occ_e1c318376dc30978e928""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.849037, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.25}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_bd7f22a84a0faab1b009,term_4a7ca24e09ef4e55de2f,Gross value added - NACE Rev. 2: G-I - volumes,term_45e5d4ea6d3cfabd1255,Gross value added - NACE Rev. 2: O-Q - current prices,related_to,0.784587,"[""occ_10d3dc4422b74418a121"", ""occ_cb457eebbd911c693afe""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.848823, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.461538}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_53bd8288b05662543089,term_675346f52e1bfda71a21,Production in industry - manufacturing,term_84eeb94c45bbd41c0060,Production in industry - total (excluding construction),related_to,0.784477,"[""occ_2f97cf018f41054e5201"", ""occ_c2bde9cf91cd5f25b957""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.848731, ""source_domain"": ""industry, trade, and services"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.333333}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_699a24fe20ee57991da6,term_94b6765642dac6f6949f,"Death due to cancer, by sex",term_917e54b71e6c2b9e56cf,"Death due to chronic liver disease, by sex",related_to,0.784462,"[""occ_18c82ed334acc32f4c3d"", ""occ_7d90efc98110b2b7868e""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.890385, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.428571}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_e3d0c9343d66a6d9f28f,term_99869cc8c80491bbbd12,Gender differences in the relative income of elderly people (65+) - EU-SILC survey,term_38c1e42ad3a781b8ce27,Gender differences in the relative income of older people,related_to,0.784078,"[""occ_72a0ef5f6b0be3f1fa4b"", ""occ_cfd8e19e648b96138500""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.890065, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.454545}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_b975d884150b24849c99,term_3456ee1ef3a4b5d3e160,"Causes of death, by sex",term_16db44a8101ea3aaa4f2,"Death due to pneumonia, by sex",related_to,0.783956,"[""occ_2a6383bffb6dee3b9f42"", ""occ_a3f1faa45612dfd7a962""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.889964, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.4}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_36cd60e37176a8abeb8a,term_09a908de463198bdf18f,Gender differences in the relative income of older people - EU-SILC survey,term_074ac00adbe5f73a2af1,Median relative income of elderly people (60+) - EU-SILC survey,related_to,0.783884,"[""occ_85fa6fd6fe5a940b926f"", ""occ_e6e19ba9ec72ac374e50""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.889903, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.5}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_8d57fc4c37e22f05cbe0,term_5717f6e639f4b12f4341,Domestic industrial production price index - ENP-East countries,term_3300b84d8d1e1cbc3fa4,Gross domestic product at market prices by expenditure - ENP-East countries,related_to,0.783788,"[""occ_299b67cf97a97afb74f2"", ""occ_b79f254366887c1e53ce""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.848157, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.285714}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_1f31dfbd5b2ac0adb16e,term_d2dca023ba00e51db540,"Death due to homicide, assault, by sex",term_a328ea1f4752a941f146,"Death due to suicide, by sex",related_to,0.783737,"[""occ_797896c8eebb2b579b42"", ""occ_c79aee8aabcf9d311bfa""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.889781, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.5}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_444cfbc723b8237a5b4b,term_b7a69d80e0c95946c178,Production in industry - consumer durables,term_04279f6a3fcd4e3a01d3,Production in industry - energy,related_to,0.783681,"[""occ_b48d911107c0e9d8fa4a"", ""occ_bd696313747b13097db0""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.848067, ""source_domain"": ""industry, trade, and services"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.4}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_3889ab17e38422bcd64e,term_6d86dd447f76de1a4400,Income quintile share ratio - S80/S20 - ENP-South countries,term_6e3300b3b76ec6fc07b9,Inequality of income distribution S80/S20 income quintile share ratio,related_to,0.783548,"[""occ_74294d96cacfec9a1e9b"", ""occ_9d800f32fc2179827f35""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.889623, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.545455}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
relation_85fd627dd3a773dabe1c,term_ebb8bef4d41b8ff4cc33,Domestic producer prices - energy,term_fe4e2ce249094bf3ed20,Domestic producer prices - intermediate goods,related_to,0.783457,"[""occ_48c973c2493e1b689b64"", ""occ_f9b86e812ceb9c753290""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.847881, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.5}","[""embedding_similarity"", ""domains""]",run_91d95068b729f15ae653
